Data;Regressor;Best_parameters;MSE;MAE;MAPE
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.288035606918747;1.594340355169483;13.429647699536837
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.076776486132082;1.5847200080977015;13.430258873954115
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.208524143780684;1.6248520718880686;13.542255535603886
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.940408059036398;1.5696025707502077;13.019517587685103
aa_freq+dipep_freq+avg_protvec+shannon_entropy+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.694127406537344;1.6822541833010147;14.287220004408505
aa_freq+dipep_freq+avg_protvec+shannon_entropy+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.853527748460168;1.6196717103249025;13.53087408383436
aa_freq+dipep_freq+avg_protvec+shannon_entropy+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.104838805392764;1.655420565046707;13.73478365014181
aa_freq+dipep_freq+avg_protvec+shannon_entropy+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.228015402544149;1.6598591440947827;14.150380627706324
aa_freq+dipep_freq+avg_protvec+shannon_entropy+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.985702135922396;1.6779750549840409;14.02531148006613
aa_freq+dipep_freq+avg_protvec+shannon_entropy+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.132993803313945;1.6305576956172378;13.582927110746724
aa_freq+dipep_freq+avg_protvec+shannon_entropy+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.740252776578713;1.6836687939200203;14.368759174042129
aa_freq+dipep_freq+avg_protvec+shannon_entropy+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.18769605236017;1.6117724338664734;13.695604323707972
aa_freq+dipep_freq+avg_protvec+shannon_entropy+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.91003049046885;1.6712080950015349;13.953647778112183
aa_freq+dipep_freq+avg_protvec+shannon_entropy+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.1238289567907636;1.6310997005449859;13.529260187664441
aa_freq+dipep_freq+avg_protvec+shannon_entropy+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.074590430241866;1.6094216075806813;13.666087234021603
aa_freq+dipep_freq+avg_protvec+shannon_entropy+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.879143582912595;1.6514635012111891;13.824050017176415
aa_freq+dipep_freq+avg_protvec+shannon_entropy+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.118705801329554;1.614409920672543;13.67878024787674
aa_freq+dipep_freq+avg_protvec+shannon_entropy+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.813371969306205;1.6462533776745667;13.752916903142953
aa_freq+dipep_freq+avg_protvec+shannon_entropy+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.489114246820205;1.656593431796516;13.843423089879291
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.41204051314466;1.6154524467393732;13.35845468627791
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.990567385548612;1.580284939796199;13.364440134254785
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.997877529226688;1.5765170458926216;13.341657816543762
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.640298714465936;1.6004941700631707;13.362634869844655
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.74159636609318;1.5440179631332227;12.837752102571152
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.411990902826188;1.6068042716585622;13.288319669936715
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.453052227537215;1.6231452209584072;13.45154497985084
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.9861259841686305;1.6240216289911542;13.482101800565713
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.847589057617445;1.5584944591083703;12.959485992384275
aa_freq+dipep_freq+avg_protvec+residue_repeats+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.461631482826775;1.5490750423441986;12.823114520249213
aa_freq+dipep_freq+avg_protvec+residue_repeats+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.843556964070068;1.6098209103097787;13.394689101639953
aa_freq+dipep_freq+avg_protvec+residue_repeats+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.73136030822026;1.5368294403281952;12.7932080720782
aa_freq+dipep_freq+avg_protvec+residue_repeats+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.570942385075306;1.5195385157565626;12.899651272224883
aa_freq+dipep_freq+avg_protvec+residue_repeats+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.839773863999096;1.5577389374718826;12.984566957265
aa_freq+dipep_freq+avg_protvec+residue_repeats+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.751486552672891;1.5419123484326247;12.859328685772415
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.348152903896325;1.568889917017503;13.066701130316963
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.166178495579076;1.6171455276686872;13.6699440115063
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.19742112425562;1.572904745605577;13.214888190012394
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.698750637643488;1.644710972572245;13.880068368907923
aa_freq+dipep_freq+avg_protvec+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.141873022797644;1.6370020193404038;13.93622537602537
aa_freq+dipep_freq+avg_protvec+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.316077412059872;1.5876612075890413;13.240054572571882
aa_freq+dipep_freq+avg_protvec+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.828899667053783;1.678369097184375;14.089885023736109
aa_freq+dipep_freq+avg_protvec+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.321116688416358;1.5979842223035174;13.294679757218653
aa_freq+dipep_freq+avg_protvec+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.683689401464317;1.6548847899897234;13.862785651363097
aa_freq+dipep_freq+avg_protvec+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.767789189290375;1.6308560824505247;13.569956196785036
aa_freq+dipep_freq+avg_protvec+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.25861808172203;1.5977293091818552;13.469815503116278
aa_freq+dipep_freq+avg_protvec+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.4948809901373155;1.6277356156381413;13.629972646113867
aa_freq+dipep_freq+avg_protvec+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.784852041389087;1.6583355252046768;13.922089230064543
aa_freq+dipep_freq+avg_protvec+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.265510991283894;1.5801402223147343;13.110784345190135
aa_freq+dipep_freq+avg_protvec+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.7505339417706685;1.6566136671519025;13.918517599767391
aa_freq+dipep_freq+avg_protvec+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.44240257824801;1.6398612372113255;13.839288699744815
aa_freq+dipep_freq+avg_protvec+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.338840721899517;1.5819980044033761;13.151560680829697
aa_freq+dipep_freq+avg_protvec+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.807779003572397;1.670407187460701;14.007479339950837
aa_freq+dipep_freq+avg_protvec+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.246697673370379;1.6026017034409719;13.446905145306356
aa_freq+dipep_freq+avg_protvec+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.262204429234367;1.6138438995859294;13.527692194731442
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.907579692780908;1.5856869263877054;13.427918000664752
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.871736115727815;1.570021030842788;13.315327832943483
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.011666177343626;1.5795187154285637;13.370316378383954
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.4718810339884145;1.5913779777117993;13.312696187971815
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.23298183671383;1.596859511309743;13.222238439420153
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.961287978321135;1.5905715055532046;13.481386356903643
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.9404394518086665;1.5704695887839564;13.288963879539818
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.041922701926648;1.5562481452940105;12.976266283436624
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.058836420240006;1.5768981147219048;13.037261028604577
aa_freq+dipep_freq+shannon_entropy+residue_repeats+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.044294008415409;1.5861383741497281;13.42651975323805
aa_freq+dipep_freq+shannon_entropy+residue_repeats+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.403300623590573;1.5645250961088106;13.083883241553854
aa_freq+dipep_freq+shannon_entropy+residue_repeats+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.061361353376947;1.5651320948530814;13.045523020520353
aa_freq+dipep_freq+shannon_entropy+residue_repeats+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.088782655439871;1.5643421917675842;13.049304356234822
aa_freq+dipep_freq+shannon_entropy+residue_repeats+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.318962484442795;1.5997033080379617;13.140010727979536
aa_freq+dipep_freq+shannon_entropy+residue_repeats+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.100134115564807;1.582450882055719;13.258382848300613
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.273217266925847;1.5170413942403458;12.749729870234608
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.4239666711190795;1.660027935129346;14.091262453351591
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.122895112948112;1.5688619311332166;13.11655856302971
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.033894638512565;1.625459928383104;13.43718873752113
aa_freq+dipep_freq+shannon_entropy+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.496713180488883;1.544636819591385;12.939466250516418
aa_freq+dipep_freq+shannon_entropy+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.20648512705649;1.600206012998449;13.559159442002322
aa_freq+dipep_freq+shannon_entropy+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.175154996363271;1.6718320469766754;13.846639826603822
aa_freq+dipep_freq+shannon_entropy+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.700054331512382;1.5943905054893002;13.27242190524961
aa_freq+dipep_freq+shannon_entropy+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.957156310540202;1.629290699789749;13.450308007101231
aa_freq+dipep_freq+shannon_entropy+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.342438735142583;1.6201560886292687;13.584130946489935
aa_freq+dipep_freq+shannon_entropy+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.068776446987877;1.5178255230657312;12.730909068493304
aa_freq+dipep_freq+shannon_entropy+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.002715502909944;1.5839528696134244;13.479753380317005
aa_freq+dipep_freq+shannon_entropy+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.994294771002689;1.62643576291136;13.410036632972089
aa_freq+dipep_freq+shannon_entropy+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.042922467400258;1.6010424737274913;13.625934287587441
aa_freq+dipep_freq+shannon_entropy+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.139642015494326;1.6615496439734798;13.764408862719016
aa_freq+dipep_freq+shannon_entropy+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.489923987875148;1.642906653553691;13.782695775537393
aa_freq+dipep_freq+shannon_entropy+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.771873001847727;1.5684671734821916;13.318063763491859
aa_freq+dipep_freq+shannon_entropy+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.971493309105076;1.6831428816055194;14.0501778070794
aa_freq+dipep_freq+shannon_entropy+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.512720712301409;1.6500569971209431;13.868801037503193
aa_freq+dipep_freq+shannon_entropy+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.486327775854022;1.643037275708961;13.767951740085568
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.077248187677051;1.6009399361547452;13.53006533656771
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.160205343689352;1.6244629823877432;13.71118460678526
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";4.9386502884768575;1.6130957482773995;13.625475955059288
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.054541732378412;1.5890423830545677;13.202474962261782
aa_freq+dipep_freq+residue_repeats+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.075712589247819;1.6033821038500236;13.521776184822967
aa_freq+dipep_freq+residue_repeats+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.037718777955208;1.6309116470311933;13.758524729765615
aa_freq+dipep_freq+residue_repeats+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.0502449278879835;1.5823591512396844;13.147631805404528
aa_freq+dipep_freq+residue_repeats+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}";5.075127502892925;1.6457335663233683;13.8791491105151
aa_freq+dipep_freq+residue_repeats+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.176058544122024;1.6638101191996733;13.830856984130635
aa_freq+dipep_freq+residue_repeats+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.017515809384223;1.5889352314720544;13.238039376256971
aa_freq+dipep_freq+residue_repeats+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.9219753119648795;1.582709525572336;13.343105959753956
aa_freq+dipep_freq+residue_repeats+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";4.871382576978923;1.6059453228618696;13.552686672409815
aa_freq+dipep_freq+residue_repeats+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.139531433375951;1.5924817166893113;13.230038429479546
aa_freq+dipep_freq+residue_repeats+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.086401897259217;1.64008901386993;13.797190184732722
aa_freq+dipep_freq+residue_repeats+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.217735054319541;1.6156362892984553;13.451500768185703
aa_freq+dipep_freq+residue_repeats+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.139133262124166;1.6241546042035382;13.523769865327504
aa_freq+dipep_freq+residue_repeats+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.052571264896337;1.642023877067091;13.828479721748513
aa_freq+dipep_freq+residue_repeats+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.117738280619114;1.5855274723666568;13.176931481272664
aa_freq+dipep_freq+residue_repeats+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.0401525177337385;1.5894905685107104;13.259687784948948
aa_freq+dipep_freq+residue_repeats+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.031835972432142;1.581692075103188;13.178203101868439
aa_freq+dipep_freq+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";5.75767576625689;1.5138158935663142;12.391781252736326
aa_freq+dipep_freq+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.5013535316622395;1.6115496468730854;13.70505467203396
aa_freq+dipep_freq+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.08573639372823;1.7022454247469567;14.188580435323614
aa_freq+dipep_freq+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.412855468803938;1.569288287255359;13.182846985634585
aa_freq+dipep_freq+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.772228189490846;1.6863169915444491;14.218800783127858
aa_freq+dipep_freq+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.485130927952177;1.6843584724837273;14.117194750744014
aa_freq+dipep_freq+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.4849328455742885;1.5896894230733845;13.220410773041987
aa_freq+dipep_freq+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.920291184185655;1.6699075968476425;14.074655711879316
aa_freq+dipep_freq+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.400403281603754;1.6381126328201119;13.712054511665142
aa_freq+dipep_freq+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.4085480510439155;1.6362094114157135;13.75854743710061
aa_freq+dipep_freq+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.5897601009205;1.5884475084887952;13.29674085530328
aa_freq+dipep_freq+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.800316204151627;1.6882174076962237;14.197264231887216
aa_freq+dipep_freq+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.6038114724657975;1.6960575042876749;14.173674625987772
aa_freq+dipep_freq+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.645458640978264;1.682902706853816;14.09007422022798
aa_freq+dipep_freq+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.462874711495105;1.6535852753873523;13.8565944253742
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.237312662106141;1.5781028881524077;13.30340301081581
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.268625136178485;1.5854508467104156;13.37913827686349
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.585043600881101;1.5903741476422528;13.349713075771666
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.178481596131845;1.624099333997289;13.586848894485165
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.984886582219716;1.5680272966140143;13.013497277925296
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.653819368010982;1.5879985919261221;13.334828152750228
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.0404642020217505;1.5801203875912686;13.356136771756615
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.654111027169033;1.585975259056518;13.230953127161307
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.314762997764651;1.600797745945724;13.193465228190457
aa_freq+avg_protvec+shannon_entropy+residue_repeats+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.985347175746904;1.5770461668589149;13.326869698835406
aa_freq+avg_protvec+shannon_entropy+residue_repeats+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.769191703710144;1.595988359760621;13.403899262973415
