Data;Regressor;Best_parameters;MSE;MAE;MAPE
aa_freq+dipep_freq+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";6.030551573066357;1.584690879304233;12.940550122042971
aa_freq+dipep_freq+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.225171665278571;1.588891665120245;13.540677194865609
aa_freq+dipep_freq+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.876545334200453;1.6598938430725025;13.979184992199928
aa_freq+dipep_freq+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.0370684214382235;1.5148999998255037;12.783733280121707
aa_freq+dipep_freq+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.07511354747129;1.7050717784480856;14.312779646053645
aa_freq+dipep_freq+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.406513672390004;1.6375570426433408;13.70566761289463
aa_freq+dipep_freq+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.35887898082372;1.5045308967106374;12.29809879850885
aa_freq+dipep_freq+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.460677802661352;1.6221542124110169;13.802320748134761
aa_freq+dipep_freq+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.950374549038599;1.6836492046756437;14.010044356783249
aa_freq+dipep_freq+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.499850549109378;1.5667091469181618;13.177309716590251
aa_freq+dipep_freq+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.710947944042547;1.6787010897332442;14.1109572920424
aa_freq+dipep_freq+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.749594204887056;1.7305067800792981;14.646707490752329
aa_freq+dipep_freq+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.24832181691335;1.5601794956111747;13.042490565419476
aa_freq+dipep_freq+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.898363930774007;1.6666841668876877;14.021933114433658
aa_freq+dipep_freq+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.75750489800543;1.735951663317734;14.580601396324278
aa_freq+dipep_freq+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.724726995240272;1.7101218793833846;14.387973432305264
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.870535289019947;1.5829359627883421;13.214711353680345
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.918448267975027;1.5899992957032758;13.29797657657913
aa_freq+avg_protvec+shannon_entropy+residue_repeats+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.9829616333043845;1.5751310738545863;13.150262046326619
aa_freq+avg_protvec+shannon_entropy+residue_repeats+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.105351685808537;1.5916869651140881;13.46610511988709
aa_freq+avg_protvec+shannon_entropy+residue_repeats+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.066044504585045;1.5979289565565638;13.631004772205774
aa_freq+avg_protvec+shannon_entropy+residue_repeats+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.096281986527799;1.5970741767819612;13.293247076671962
aa_freq+avg_protvec+shannon_entropy+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.066374108757707;1.696557664523787;14.496187757539559
aa_freq+avg_protvec+shannon_entropy+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";6.029394122090975;1.7099988988173755;14.580921026425269
aa_freq+avg_protvec+shannon_entropy+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.216221894496375;1.7006901373169367;14.475555673363507
aa_freq+avg_protvec+shannon_entropy+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.445496221622957;1.6779548979796932;14.337577834684929
aa_freq+avg_protvec+shannon_entropy+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.89337067692435;1.68632640859825;14.21404893948712
aa_freq+avg_protvec+shannon_entropy+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";6.0326139442300395;1.7161478417122202;14.664748242912163
aa_freq+avg_protvec+shannon_entropy+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.30366728121185;1.6604233077028003;13.773774396881668
aa_freq+avg_protvec+shannon_entropy+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.401995112909545;1.6814683577745284;14.34677612408751
aa_freq+avg_protvec+shannon_entropy+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.941025474039817;1.6811690480323167;14.166036491558504
aa_freq+avg_protvec+shannon_entropy+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.629694772282563;1.6656071801770167;13.890784466679888
aa_freq+avg_protvec+shannon_entropy+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.429111955099309;1.6473847245222344;14.065142292993277
aa_freq+avg_protvec+shannon_entropy+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.951168401174536;1.6885784861330724;14.227567561829357
aa_freq+avg_protvec+shannon_entropy+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.475304348827611;1.6390350330578503;13.973376666125978
aa_freq+avg_protvec+shannon_entropy+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.857835353719577;1.6733758881433054;14.07147743042425
aa_freq+avg_protvec+shannon_entropy+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.8438606628103;1.69708815421698;14.368609517141723
aa_freq+avg_protvec+residue_repeats+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.970647323687721;1.6064734375049816;13.336133174718778
aa_freq+avg_protvec+residue_repeats+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.136387395053738;1.598803094763208;13.556088606722591
aa_freq+avg_protvec+residue_repeats+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.1089427431179875;1.5986737985037962;13.554408514202681
aa_freq+avg_protvec+residue_repeats+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.978603497801089;1.6209131301187496;13.524294301478939
aa_freq+avg_protvec+residue_repeats+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.0990494337606345;1.5757969704982238;13.069071028141629
aa_freq+avg_protvec+residue_repeats+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.149687981372373;1.566251241569001;13.260151845921106
aa_freq+avg_protvec+residue_repeats+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.544003290192706;1.595665294197198;13.391330591433807
aa_freq+avg_protvec+residue_repeats+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.699577104414383;1.6003584853899917;13.291284038778919
aa_freq+avg_protvec+residue_repeats+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.955096931304225;1.5612134507830313;12.997198294561219
aa_freq+avg_protvec+residue_repeats+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.610952124735616;1.5931880362324902;13.437270640836676
aa_freq+avg_protvec+residue_repeats+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.9088459852871695;1.6081681308928744;13.374824865140642
aa_freq+avg_protvec+residue_repeats+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.095152004404239;1.5830873993927932;13.12053690858763
aa_freq+avg_protvec+residue_repeats+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.7752523150387445;1.6121585436785508;13.452750591751686
aa_freq+avg_protvec+residue_repeats+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.997700575952523;1.5725488626674033;13.079012643699665
aa_freq+avg_protvec+residue_repeats+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.878498094625108;1.5706432502806789;13.132300904295915
aa_freq+avg_protvec+aromaticity+helix+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}";6.269750497751176;1.6781255343776047;14.089538838674894
aa_freq+avg_protvec+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.007352354274876;1.712717534366293;14.469622032795801
aa_freq+avg_protvec+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.127619711110042;1.7394661136366891;14.822997656666892
aa_freq+avg_protvec+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.040733954903752;1.7577494217791818;14.8620632797971
aa_freq+avg_protvec+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.243834693023803;1.705899344275616;14.355526812450444
aa_freq+avg_protvec+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";7.375864262865072;1.751509559263873;14.488918007373197
aa_freq+avg_protvec+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.040680004499161;1.7603819597103867;14.815944982759374
aa_freq+avg_protvec+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";6.68289443419466;1.6527228659072355;13.582408780041936
aa_freq+avg_protvec+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.1083952555777685;1.7876426055622487;15.062890095790435
aa_freq+avg_protvec+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.850543573788728;1.7081581193687434;14.41586635542394
aa_freq+avg_protvec+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.378340800818228;1.7127630016882573;14.286596827041704
aa_freq+avg_protvec+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";7.480907338685798;1.7552007256685471;14.558333975977785
aa_freq+avg_protvec+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.9409960804695;1.7201315233668812;14.50079110712888
aa_freq+avg_protvec+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";7.225776290057461;1.7083439583304922;14.202934193467437
aa_freq+avg_protvec+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.033375660175695;1.761768771008404;14.83992427484814
aa_freq+avg_protvec+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.830142126632892;1.6944924083297117;14.303117166091361
aa_freq+avg_protvec+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.790820054482513;1.7317615409932015;14.471772782207987
aa_freq+avg_protvec+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.151536797914278;1.7608200796917484;14.882944614363108
aa_freq+avg_protvec+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.772251715316171;1.6965506988310508;14.366928426549505
aa_freq+avg_protvec+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.8424700024922815;1.7177443600902833;14.545692880470298
aa_freq+shannon_entropy+residue_repeats+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.890518266571433;1.6534255511825269;13.752512118211587
aa_freq+shannon_entropy+residue_repeats+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.195241594672055;1.6040721547984667;13.662186752124017
aa_freq+shannon_entropy+residue_repeats+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.228798110629049;1.6259648876340966;13.745530241038567
aa_freq+shannon_entropy+residue_repeats+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.478751264400799;1.6533092667757279;13.873476226082804
aa_freq+shannon_entropy+residue_repeats+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.408762911681581;1.6542176290223343;13.775445830393892
aa_freq+shannon_entropy+residue_repeats+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.55249310809491;1.6370160203976427;13.789080791781542
aa_freq+shannon_entropy+residue_repeats+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.390049252017534;1.6324790746304805;13.676866025974057
aa_freq+shannon_entropy+residue_repeats+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.738654028456897;1.6429281965032443;13.62813522713757
aa_freq+shannon_entropy+residue_repeats+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.360314115305697;1.6548963927288285;13.832303682643493
aa_freq+shannon_entropy+residue_repeats+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.312275083865548;1.6157800962084072;13.733571337398129
aa_freq+shannon_entropy+residue_repeats+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.326883564376131;1.6103907461301483;13.450465002388585
aa_freq+shannon_entropy+residue_repeats+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.250058410692106;1.6437150792825166;13.765090213037393
aa_freq+shannon_entropy+residue_repeats+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.174446322063778;1.622846072410863;13.68471189745581
aa_freq+shannon_entropy+residue_repeats+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.510088761630357;1.6563425310994981;13.794623656634231
aa_freq+shannon_entropy+residue_repeats+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.473393746406005;1.6787051553127175;14.000037342406783
aa_freq+shannon_entropy+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.689310785617681;1.6000861163253828;13.330314517606379
aa_freq+shannon_entropy+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.819258325240888;1.6673409095960292;14.194413365774034
aa_freq+shannon_entropy+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.276165807809634;1.669232756446786;14.09531932124374
aa_freq+shannon_entropy+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.330153154455454;1.7367538537816045;14.50148192537326
aa_freq+shannon_entropy+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.810992897231297;1.5932150621777392;13.187530782441481
aa_freq+shannon_entropy+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.757506214648079;1.6939430559333402;14.297061493824605
aa_freq+shannon_entropy+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.371617694415311;1.7296344054110986;14.326462097296233
aa_freq+shannon_entropy+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.237745114589374;1.6676539792648075;14.115447875709824
aa_freq+shannon_entropy+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.349153966394292;1.7598285624039365;14.653739977834219
aa_freq+shannon_entropy+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.89514067486745;1.7652777812314602;14.924271584656287
aa_freq+shannon_entropy+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.914616851777824;1.6066695318527766;13.371185479738266
aa_freq+shannon_entropy+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.022976205533347;1.6539769890516982;13.93903910810104
aa_freq+shannon_entropy+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.226128603283113;1.702653392216291;14.075251597564812
aa_freq+shannon_entropy+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.23926762584292;1.6670770997049;14.095147315971134
aa_freq+shannon_entropy+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";6.276821423740027;1.7635485248501197;14.813613378210889
aa_freq+shannon_entropy+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.90048339050984;1.758502981703145;14.875611310104212
aa_freq+shannon_entropy+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.161261268429037;1.6622667958838195;14.064430673049783
aa_freq+shannon_entropy+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.356235325559281;1.736399774247793;14.368557119795126
aa_freq+shannon_entropy+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.8832972296274;1.7605257853011473;14.851815449905159
aa_freq+shannon_entropy+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.245176206147057;1.7683892033436315;14.829548093639918
aa_freq+residue_repeats+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";4.933424209568514;1.5565335507619487;12.939894123248695
aa_freq+residue_repeats+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.358673518481557;1.6391545531987983;13.723871623858615
aa_freq+residue_repeats+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.252061695138745;1.7050560720409065;14.34393283915314
aa_freq+residue_repeats+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.299317200162153;1.6598045222602766;13.782925202959593
aa_freq+residue_repeats+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.2026858706616865;1.6275875479457735;13.77534124505221
aa_freq+residue_repeats+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.271989418625107;1.7086159088430763;14.348076793150627
aa_freq+residue_repeats+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.301757240750033;1.6496430765046017;13.69451430451589
aa_freq+residue_repeats+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.3300908813534695;1.6981308852580461;14.324117547417961
aa_freq+residue_repeats+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.309996561652013;1.6743115303792584;13.924917170442525
aa_freq+residue_repeats+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.452989417246886;1.6525440668808422;13.536379114892263
aa_freq+residue_repeats+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.853767898175367;1.6319788141865623;13.615664431733887
aa_freq+residue_repeats+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.228567336645465;1.6919346192651823;14.258325426734878
aa_freq+residue_repeats+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.383168593814493;1.6693286306387798;13.869783011239917
aa_freq+residue_repeats+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.263909040988755;1.6981456124825787;14.317477462750178
aa_freq+residue_repeats+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.369276481640394;1.6979088813226315;14.11808892655258
aa_freq+residue_repeats+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.5838262678445485;1.669311861654898;13.704897424446694
aa_freq+residue_repeats+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.3312178879355425;1.6998868911770832;14.278894763315014
aa_freq+residue_repeats+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.296563401235503;1.6755514966088039;13.928497707201531
aa_freq+residue_repeats+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.457891004598761;1.6820886483422017;13.958837823869757
aa_freq+residue_repeats+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.555544029466898;1.6971726175413124;14.104280848441894
aa_freq+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.027783469623845;1.63313157762263;13.878357842066952
aa_freq+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.890502418429777;1.783947673775541;14.997695543017631
aa_freq+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";7.678898030213042;2.0222957948727602;17.268300794649317
aa_freq+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.760646308197559;1.7870483617289072;15.124516669659984
aa_freq+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";7.191368379217318;2.0042463673868474;17.132544977887214
aa_freq+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";6.748683387244061;1.9468600373504579;16.60999810328724
aa_freq+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.882494153648713;1.8426776307338208;15.382705545621233
aa_freq+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";7.457005151555725;2.0315354284357428;17.367767867526418
aa_freq+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";7.009598221702832;1.9962726147412053;16.94803964798286
aa_freq+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.498064651339204;1.9123789564880052;16.23728969246234
aa_freq+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.276881639231643;1.7693573666645648;14.857663764902423
aa_freq+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";7.201929508714311;1.9910628683173497;17.0318493341001
aa_freq+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";7.29212153379925;2.0024848975724723;16.983678404259816
aa_freq+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";6.6445508899394135;1.9309414899657864;16.34424028049754
aa_freq+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";7.036901205639367;1.9876463320745947;16.71455004376919
dipep_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.17414567939069;1.5992795595161404;13.485914366311121
dipep_freq+avg_protvec+shannon_entropy+residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.11323394269783;1.5868160044525752;13.464024000002492
