Data;Best_params;MSE;MAE;MAPE;PCC
aa_freq;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};4950.98980839116;44.55324235234301;135.5908040909089;(0.5938284008117062, 0.0004287091878107359)
dipep_freq;{'metric': 'chebyshev', 'n_neighbors': 2, 'weights': 'distance'};6915.114901967323;51.759739644621106;1210.9532366897415;(-0.10848758264160237, 0.561287650438226)
avg_protvec;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};6235.975310033917;48.53059595063424;295.25802229009054;(0.08605268601380038, 0.6453099360425933)
shannon_entropy;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};4903.118461145959;42.93569707878908;121.26527702308955;(0.5109300175932671, 0.003312029288256419)
residue_repeats;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5702.791175596013;46.05096690273405;160.6639806716751;(0.2704277061392643, 0.14118884389631356)
paac;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};5306.159540711379;47.871108062796054;238.51784950561753;(0.21975419671664426, 0.23489359883948296)
cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'uniform'};5486.084835980051;45.21623084280426;155.35733454305634;(0.25156623263200295, 0.17219795054641693)
aromaticity;{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'};6430.092968402078;52.29077090159393;954.0364351390979;(-0.12551146421890425, 0.5010942710218536)
helix;{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'};6343.064786192937;50.193672169916596;565.9925710355617;(-0.20407497383673262, 0.27081506382845005)
turn;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'};6857.105177000804;54.610314970308494;614.9796745236391;(-0.12491801524184301, 0.5031366056440835)
sheet;{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'};6782.189827674244;52.795437935978114;730.3830132751636;(0.05215269196736223, 0.7805282032742332)
gravy;{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'uniform'};7209.378027346124;54.17038768422176;661.1324577882446;(-0.0173183686837476, 0.9263255376362695)
net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'};6264.559054066778;48.55483728520381;247.11590264758746;(0.08476432079835078, 0.6502816864950712)
aa_freq+dipep_freq;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5414.796008194004;45.18389143270211;127.08287020222002;(0.5179947714551785, 0.0028375070834515286)
aa_freq+avg_protvec;{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'distance'};5222.528073651199;45.64073365781778;122.5428753677049;(0.514513200952704, 0.00306344682984476)
aa_freq+shannon_entropy;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};4851.200867790585;41.68404949076497;117.62332053558507;(0.5108961536162615, 0.003314459132575991)
aa_freq+residue_repeats;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'};5256.842783907141;44.18986697661849;128.5798845990185;(0.45734683756258676, 0.009688238942223482)
aa_freq+paac;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};4559.191066010919;43.08010193008487;195.1966511916405;(0.5057270979602768, 0.0037038506941039434)
aa_freq+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
aa_freq+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5367.823003044713;43.480898709177225;151.8026190214249;(0.2981631726316075, 0.10327452518904685)
aa_freq+aromaticity;{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'uniform'};5396.759618597633;46.6569079470894;134.418850636105;(0.5466996875232283, 0.0014615329347834852)
aa_freq+helix;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};5207.830532335381;44.67502055526513;157.39828802587323;(0.4674054181509395, 0.008020780415796609)
aa_freq+turn;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};5175.794842525907;45.886448124906124;163.05611405415738;(0.46241782070783666, 0.00881433607970921)
aa_freq+sheet;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'};4037.77687152116;40.77855020240871;156.1832789094313;(0.6125059602586995, 0.0002497789094115336)
aa_freq+gravy;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5332.2063342048095;46.38835871488861;215.4834418150526;(0.49132778027933155, 0.005002604693421728)
aa_freq+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5541.1461640087;46.56983042959272;190.85826197529605;(0.4814108923089523, 0.0061084500076629316)
dipep_freq+avg_protvec;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'};5108.07892090144;44.61681920204432;216.3375963508076;(0.47367119790628937, 0.007110409346347553)
dipep_freq+shannon_entropy;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5356.687698068674;44.61925793769908;111.5791189279691;(0.5132771138073183, 0.003147315672257777)
dipep_freq+residue_repeats;{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'};4826.6140942848915;43.30483744146816;151.36531838255692;(0.5593431910182256, 0.0010705526577508265)
dipep_freq+paac;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};4828.071808353787;44.72033957718066;206.3167590578158;(0.3185155393677786, 0.08074997819435217)
dipep_freq+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
dipep_freq+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5456.424846465616;45.02876679227662;155.94381435749946;(0.2246469772012769, 0.22437176053697894)
dipep_freq+aromaticity;{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'};5461.804130325929;45.95044830866411;178.48407740624643;(0.37950274261940126, 0.03523498231744093)
dipep_freq+helix;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};5475.633852282791;45.134484963456146;238.06164119267152;(0.3272952183818629, 0.07229018415075404)
dipep_freq+turn;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};5481.35941332051;46.03336207251843;185.56792643392427;(0.4539795402796992, 0.010308039994382387)
dipep_freq+sheet;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};11451.220032516138;65.5851612903226;1214.920732319646;(0.16644018229865443, 0.3708499579978608)
dipep_freq+gravy;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5175.317015236598;46.94955578361433;240.9820504941917;(0.40673874950409017, 0.02316253210497064)
dipep_freq+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};5244.54929113693;44.74316913547487;280.1376411045489;(0.5934922322349135, 0.00043276708954228854)
avg_protvec+shannon_entropy;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};6027.787618839724;46.93772262571768;129.26331108019627;(0.3405096306754418, 0.060872324537306705)
avg_protvec+residue_repeats;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5814.59505802067;47.12484931797472;151.4945390486722;(0.17460020036948098, 0.347511486094406)
avg_protvec+paac;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};4834.454003296862;43.56995611604013;195.79206723199044;(0.329202413743999, 0.07054684678085786)
avg_protvec+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
avg_protvec+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'};5023.535245987002;44.02276209859573;181.60878682317892;(0.2664682460310492, 0.14733397217056976)
avg_protvec+aromaticity;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'};6381.689149392982;49.48614248625805;400.82875456335614;(-0.0020473761998807127, 0.991278617344081)
avg_protvec+helix;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};6200.24663691095;47.70479973824883;282.81252926753496;(0.10341947866577358, 0.5798247349661808)
avg_protvec+turn;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'distance'};6060.873829642352;44.984827326438065;323.9077774647508;(0.15560183576816947, 0.4032331697238203)
avg_protvec+sheet;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};5980.897485143988;47.47099057838917;318.16127233846305;(0.18188520174563033, 0.32744237479815447)
avg_protvec+gravy;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'};5853.5631535117;47.49170505961745;178.46254552278248;(0.20966438613001098, 0.2576224621344833)
avg_protvec+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'};5788.894995307824;46.231713537683426;134.64363983708924;(0.21469866541889154, 0.24610777623185967)
shannon_entropy+residue_repeats;{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'uniform'};4831.768933195246;42.9919022956091;136.23679767102317;(0.5403734853290044, 0.001700182819447086)
shannon_entropy+paac;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};4640.309743098537;45.81419654088185;233.03726925524333;(0.37588832024310315, 0.03716280281796997)
shannon_entropy+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
shannon_entropy+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5374.041303277226;43.01608434486436;133.53904174136838;(0.3763446957061791, 0.03691479750951173)
shannon_entropy+aromaticity;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};4890.068550171093;42.28509555265894;118.56668312542821;(0.513027194829072, 0.0031645113566442246)
shannon_entropy+helix;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};4972.198679844785;43.43975401611603;121.21742147306476;(0.5419242987693331, 0.001638744100416319)
shannon_entropy+turn;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};4751.046875249674;41.44026561578611;120.73964847556549;(0.5016260183670751, 0.0040401965375525956)
shannon_entropy+sheet;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};5083.779281056275;44.583530947503796;138.4347704521133;(0.5028963500668667, 0.0039333144896637005)
shannon_entropy+gravy;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};4824.029467502831;44.48097947137504;146.33152803465882;(0.5650151641845746, 0.0009272545442149324)
shannon_entropy+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'};5259.009937492182;46.71022664219305;201.8146576340227;(0.33749438269801074, 0.0633439272941265)
residue_repeats+paac;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'};4744.415439034037;45.54670596499878;233.0764762518342;(0.3289489628858197, 0.07077662216676163)
residue_repeats+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
residue_repeats+net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'};5237.758827119043;43.86304217468098;252.7180604941004;(0.25501777892041305, 0.1661909803726491)
residue_repeats+aromaticity;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5737.527570883783;46.50149487870165;161.28021572066865;(0.2537875574377655, 0.1683146527106058)
residue_repeats+helix;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};5553.162600943382;44.867968108907014;160.37195033233755;(0.3257970304043658, 0.07368293196028305)
residue_repeats+turn;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5708.73883343672;46.15637976071242;157.56042896798064;(0.25723476161600467, 0.16241222177457032)
residue_repeats+sheet;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'uniform'};5798.449035621817;45.653659805762146;132.19147943463346;(0.2163774064006292, 0.24234528163088642)
residue_repeats+gravy;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'};5324.98373791597;46.66812974162767;210.80511598280353;(0.2952530062160831, 0.10684742625733505)
residue_repeats+net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'};5560.941633979825;50.93655381191003;294.6621039743206;(0.135503234196847, 0.4673429474448588)
paac+cetd;{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'};4586.626386425441;43.57062274281365;214.714516993051;(0.4941318192776386, 0.004722904355872572)
paac+net_contact_energy;{'metric': 'chebyshev', 'n_neighbors': 4, 'weights': 'distance'};5352.015785005963;46.15564051051642;216.32728397758135;(0.2493222247294873, 0.1761849281554311)
paac+aromaticity;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};5288.049751744228;47.54446377458933;224.9830335603023;(0.22740177499762018, 0.2185902250013459)
paac+helix;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};4723.801059313723;45.18352091663133;236.64172294399194;(0.35407775872618374, 0.0506724393418951)
paac+turn;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};4937.520449400438;46.258490017125496;232.17065452086314;(0.29024982649269243, 0.11320565171261002)
paac+sheet;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};4853.116912896725;45.936045084595484;220.5493124724558;(0.32863152725110095, 0.07106522460766468)
paac+gravy;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'};7105.823401863384;53.713797181432554;226.62265365933405;(0.0753285609141307, 0.6871326249696971)
paac+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'uniform'};4471.634277825225;43.86304755123969;228.74088159999278;(0.38995935057967324, 0.030108646033578903)
cetd+net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'};4695.589261998733;42.73378618915703;256.2680053125625;(0.4010213804923325, 0.025363558836939436)
cetd+aromaticity;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
cetd+helix;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
cetd+turn;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
cetd+sheet;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
cetd+gravy;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
cetd+net_charge_at_pH7point4;{'metric': 'chebyshev', 'n_neighbors': 10, 'weights': 'distance'};5077.6640310532875;46.82632358071204;292.58696917982684;(0.323292381435795, 0.07605760065812235)
net_contact_energy+aromaticity;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'uniform'};5551.555241490939;45.80750247673439;155.53177031940308;(0.2392656247208821, 0.19485312857558526)
net_contact_energy+helix;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'uniform'};5330.169068008073;44.69405908205468;161.5161169477116;(0.28728647341782265, 0.11710234416909483)
net_contact_energy+turn;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'uniform'};5500.482891817888;44.80413582659166;149.77028091643714;(0.25367137597254824, 0.16851620347640384)
net_contact_energy+sheet;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'};5369.005731420685;44.58270083325102;147.98984612885658;(0.29298395607866357, 0.10969695293756215)
net_contact_energy+gravy;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};5540.562432328173;48.07404438929527;217.59692877456948;(0.1871742059806638, 0.31332842733814875)
net_contact_energy+net_charge_at_pH7point4;{'metric': 'chebyshev', 'n_neighbors': 10, 'weights': 'distance'};5467.2588979862985;46.102686846547634;179.02632225814062;(0.20344086123971095, 0.27233894151206456)
aromaticity+helix;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};6172.1784272144705;49.4992594400471;456.02991857813475;(-0.007587749043374253, 0.9676855823649709)
aromaticity+turn;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};6835.59472644433;56.39923287654384;1332.4901833629435;(-0.25763833447637796, 0.16173100839978996)
aromaticity+sheet;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};6994.824293805112;53.04754350867507;664.5156934940784;(-0.3484678472101109, 0.05471136151484514)
aromaticity+gravy;{'metric': 'chebyshev', 'n_neighbors': 4, 'weights': 'uniform'};5807.978712698394;51.71916821778735;1166.77844176053;(0.056108707032140534, 0.7643309191325016)
aromaticity+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};5583.342246435995;47.015867131583086;423.1808814508499;(0.4177912418490899, 0.019352121065051346)
helix+turn;{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'};6588.841645882673;52.94401347811499;1166.3615947687679;(-0.1892177843738545, 0.30797826195287065)
helix+sheet;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};6994.752319862706;53.116400954730594;606.9862967353773;(-0.3907846651836337, 0.02973136788810418)
helix+gravy;{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'uniform'};5220.387304929222;45.26156936792488;399.977821357371;(0.29966600033881374, 0.10146505084832853)
helix+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};6223.919569144897;47.03583967075078;739.2607949816495;(0.03154113031788729, 0.8662382965967278)
turn+sheet;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};6463.704751773098;51.583978348405516;557.8169508892325;(-0.17103795932164373, 0.3575887674331267)
turn+gravy;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};6161.600817604665;49.33690406497742;488.759238173466;(0.041682501681485185, 0.8238174050238568)
turn+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};6013.531369795844;46.133670894766254;243.4537390085632;(0.23365804811053642, 0.20583897954316077)
sheet+gravy;{'metric': 'chebyshev', 'n_neighbors': 10, 'weights': 'uniform'};4890.77843707365;45.007762723101344;334.5809402150849;(0.36272115621103457, 0.04491621418687873)
sheet+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'};5471.302732077311;45.741751021009705;728.4498675216267;(0.2638566494608846, 0.15149176871177475)
gravy+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'};6285.467339063047;48.49193426671648;191.98101415205008;(-0.006302492690136455, 0.9731570272755503)
aa_freq+dipep_freq+avg_protvec;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'};5227.785290138511;45.56723288067211;111.76692065110822;(0.519639754932082, 0.0027358629382452085)
aa_freq+dipep_freq+shannon_entropy;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};5326.570255135187;44.73303675941325;122.93040899929098;(0.48822794736941233, 0.0053281921786017886)
aa_freq+dipep_freq+residue_repeats;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5358.249861500428;45.2590050700214;150.67485751261728;(0.41231583912908143, 0.021169258070900372)
aa_freq+dipep_freq+paac;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};4669.130506886445;42.976120668781896;200.18569082651987;(0.3965428254880776, 0.02720489797945198)
aa_freq+dipep_freq+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
aa_freq+dipep_freq+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5343.561250340888;43.60100139497949;136.22608908723265;(0.2743407335905368, 0.13530119281400874)
aa_freq+dipep_freq+aromaticity;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5679.205287779574;45.92996216285476;146.40373352806887;(0.3716202527176389, 0.03954778685040204)
aa_freq+dipep_freq+helix;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5767.24563116343;46.20933431338439;150.0827425176448;(0.3692264146782608, 0.04093836619657483)
aa_freq+dipep_freq+turn;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5388.093740202594;45.24929021306603;135.764573735467;(0.5045929655612377, 0.00379436277920443)
aa_freq+dipep_freq+sheet;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};5481.9285674787125;44.97970830163804;143.33102450469474;(0.4549999094890751, 0.010116794917962977)
aa_freq+dipep_freq+gravy;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};4829.048257587624;44.29847412863631;148.00913438652628;(0.5694643897515475, 0.0008269079344261306)
aa_freq+dipep_freq+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5444.242938803481;45.86233604752668;196.160345957579;(0.6086338216465151, 0.0002801549740291977)
aa_freq+avg_protvec+shannon_entropy;{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'};4866.177911065159;43.70499610334618;107.35598149884808;(0.5854906199896718, 0.0005399188071936142)
aa_freq+avg_protvec+residue_repeats;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5354.382497548727;45.03724735954041;136.405195110043;(0.4717378936512868, 0.007381429129355162)
aa_freq+avg_protvec+paac;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5019.353906818334;45.43673067606779;214.05273530503464;(0.29906744752535364, 0.1021828491023105)
aa_freq+avg_protvec+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
aa_freq+avg_protvec+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'};5143.0674073288465;42.60437744392514;163.6836069748312;(0.27210180033807774, 0.1386475477186742)
aa_freq+avg_protvec+aromaticity;{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'distance'};6053.241879727088;47.72570176759028;163.6683377370294;(0.23458652555172438, 0.20399117765718933)
aa_freq+avg_protvec+helix;{'metric': 'chebyshev', 'n_neighbors': 7, 'weights': 'distance'};5975.6417178082565;46.791859044451634;353.4357798940524;(0.09741061378199153, 0.6021479903862118)
aa_freq+avg_protvec+turn;{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'distance'};5265.120990350226;45.715571390476285;117.19616714073615;(0.5272453770895368, 0.002305765459624855)
aa_freq+avg_protvec+sheet;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};5840.751788443732;46.60677551456383;134.08098625669393;(0.3664695042010828, 0.04258817099598706)
aa_freq+avg_protvec+gravy;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'};5703.381474632434;47.75142982492176;193.47883390348676;(0.28424685780521497, 0.12120203693225289)
aa_freq+avg_protvec+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};5235.8317505208215;45.52715216637129;163.46742523565447;(0.4317235453789208, 0.015302344162756696)
aa_freq+shannon_entropy+residue_repeats;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};5206.710615288229;44.60775155677199;117.25074115363945;(0.47214062946609586, 0.0073242598608133196)
aa_freq+shannon_entropy+paac;{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'};4869.865222516258;44.98469998856278;173.0866374710893;(0.39825122942420704, 0.026490019313075267)
aa_freq+shannon_entropy+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
aa_freq+shannon_entropy+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'};5381.235018234347;43.71639701531498;133.25323518089013;(0.2633452881330638, 0.1523156915205493)
aa_freq+shannon_entropy+aromaticity;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};4868.49633829335;41.70251473879323;136.1379149609884;(0.49313589825521503, 0.004820671789586323)
aa_freq+shannon_entropy+helix;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};4998.263716841114;43.61834486558362;158.43298319655634;(0.48076361922811817, 0.006187353717550584)
aa_freq+shannon_entropy+turn;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'};4934.842835637159;45.69087693318576;188.8439190665179;(0.44284993130346884, 0.012599445471931234)
aa_freq+shannon_entropy+sheet;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};5201.846112093953;44.41048598017096;166.53798404481145;(0.3241068233484264, 0.07527902774295088)
aa_freq+shannon_entropy+gravy;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'};4950.914776942558;43.86309806765369;119.3449832886881;(0.5746975989607415, 0.0007211827106154829)
aa_freq+shannon_entropy+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};4954.321143331125;44.94959658095077;220.42500080491166;(0.47465426715979264, 0.0069758727384801175)
aa_freq+residue_repeats+paac;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'};4632.159697287239;44.440509753443514;209.72507599185178;(0.4038860206593129, 0.024240259350234515)
aa_freq+residue_repeats+cetd;{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'};4946.811107266935;45.650638983887305;308.03510857169204;(0.3588483557704384, 0.047427161734844764)
aa_freq+residue_repeats+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5297.690846563389;43.425336774160726;143.12516040702562;(0.38927514837036964, 0.030424362217596694)
aa_freq+residue_repeats+aromaticity;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};5747.4777427985055;46.217016226282034;151.24965224497876;(0.25730239717183606, 0.16229791313816427)
aa_freq+residue_repeats+helix;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'};5266.525723526545;43.814592276375414;117.14884268237459;(0.47417142420810066, 0.007041678610860174)
aa_freq+residue_repeats+turn;{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'};5696.856398874794;46.26456172414096;145.36553718245145;(0.2822008249737863, 0.12402088532604695)
aa_freq+residue_repeats+sheet;{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'uniform'};5824.152885157289;45.7291099036664;127.83623368711929;(0.2034261396303184, 0.2723743858600897)
aa_freq+residue_repeats+gravy;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'};5340.624468674323;47.04112042716271;213.60894830421523;(0.3086303548178044, 0.09116422752234714)
aa_freq+residue_repeats+net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'};5445.206367532826;49.60059133095989;291.80399932235764;(0.14429923387477367, 0.4386502302591859)
aa_freq+paac+cetd;{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'};4586.504261774904;43.569300030271805;214.7088039190212;(0.49420341583325794, 0.0047159418056390056)
