Data;Regressor;Best parameters;MSE;MAE;MAPE;PCC
aa_freq;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3585.09799397494;30.960163563268164;1366652.1647960201;(0.6602388310355943, 2.9702098019967813e-19)
dipep_freq;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";2979.231669122358;27.870759796578067;2591004.4346608734;(0.6670161107913212, 9.469039408981146e-20)
avg_protvec;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'distance'}";3406.0984366985413;27.481173070431076;29823.800971127424;(0.6213541667735034, 1.231255601031797e-16)
shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3520.7752564973744;30.187418733862113;807789.603897691;(0.5679721976115942, 1.3835673452960968e-13)
residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3619.8043299225765;30.602136653067266;427325.8453079702;(0.5705788826597961, 1.010776911042993e-13)
aromaticity;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'distance'}";5836.1837079036795;37.89270697376339;905271.7620923157;(0.018342897494408098, 0.827863668776418)
helix;KNN;"{'metric': 'euclidean', 'n_neighbors': 19, 'weights': 'distance'}";5503.549738748771;37.208520649863104;33872684.854941905;(0.1634984482221305, 0.05103948461175672)
turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";5506.777186393374;37.340130257915554;1295084.9810725069;(0.17351429728628298, 0.03822201756500645)
sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";5861.780367316437;36.48774034063626;605120.5157840638;(0.08889481071424762, 0.29106446596925045)
gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'uniform'}";5676.722991945649;36.73960878955528;195982.6098054803;(0.19296883354647748, 0.020939941080892158)
net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";4400.036254293475;33.62618589645733;274941.5460020794;(0.4184563180978773, 1.984689446148754e-07)
aa_freq+dipep_freq;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";3053.4902329812376;28.290603291903984;1775380.2563791086;(0.6588822433281587, 3.720754163579443e-19)
aa_freq+avg_protvec;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";2966.6451101874436;28.886864163134796;2455169.307850771;(0.6683720756608922, 7.506025631767106e-20)
aa_freq+shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";4037.893279319411;32.257542378478355;593552.6188982674;(0.6217074226026879, 1.1700435273274425e-16)
aa_freq+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3391.598514523575;28.858365449353734;52579.16578751364;(0.5911699671088033, 7.65862565493793e-15)
aa_freq+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";3700.961573209682;31.380232423258317;566177.576854286;(0.6488713381132748, 1.893913686170873e-18)
aa_freq+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";2772.4537136581107;27.397464603302986;780883.1725513929;(0.6969095188806418, 4.1880213770821423e-22)
aa_freq+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}";4349.86973849142;32.48874700332223;781424.7286950623;(0.5729294702361951, 7.597545167388863e-14)
aa_freq+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3390.1262720114555;28.9959281837315;276372.04803162685;(0.5992589325552102, 2.641550408933561e-15)
aa_freq+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";2645.191026542979;27.238313467685213;1766414.2751598402;(0.7010791911778682, 1.8642043721476553e-22)
aa_freq+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4431.781575739279;33.33963384830778;2091088.976781248;(0.4642836579480552, 5.197951445684443e-09)
dipep_freq+avg_protvec;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3076.200577078074;26.492767737456326;230965.95035425338;(0.6433091512127304, 4.557554193882165e-18)
dipep_freq+shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3393.1282341534575;28.86767436215158;805496.7331094058;(0.5881134749752056, 1.1363163080307963e-14)
dipep_freq+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3284.3305532742093;28.663605128330683;614554.4495085385;(0.6122450059656865, 4.486347590313526e-16)
dipep_freq+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3117.712926895378;28.27408010356922;964693.39794513;(0.6456301695509403, 3.166275824250108e-18)
dipep_freq+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";2979.575517808718;28.42268325569842;9829914.998151591;(0.6627336704097372, 1.956684435714799e-19)
dipep_freq+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";3048.226017190136;27.6140386517191;2949870.839489271;(0.6635205661822632, 1.7139105754631233e-19)
dipep_freq+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";2787.046430732608;27.485264578103358;5377038.053085528;(0.6873708744897784, 2.534896350714895e-21)
dipep_freq+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";2946.869742611005;27.646462027951227;256359.18222167343;(0.7264599508337664, 9.821559683338277e-25)
dipep_freq+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4211.3527674216775;33.070825561370974;99240.47752677966;(0.47898850219893396, 1.434895548767923e-09)
avg_protvec+shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";2868.335886046428;28.446965332479923;1721465.515575575;(0.686035618513644, 3.24365044058077e-21)
avg_protvec+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";2977.417249968866;29.346960312669058;423323.20129477;(0.7109321163207988, 2.6014097873154842e-23)
avg_protvec+aromaticity;KNN;"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}";2900.438730135428;26.410483118222245;757692.8611096916;(0.6748975824644077, 2.4119030532331063e-20)
avg_protvec+helix;KNN;"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}";3205.0801465401405;26.327702628481884;308904.41930472583;(0.6292378106400678, 3.884742936884938e-17)
avg_protvec+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'distance'}";4011.779245536089;30.238416698310377;173920.44034344147;(0.5122087230259226, 6.195548412583068e-11)
avg_protvec+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3892.538408918196;30.312175903935945;253567.52637559417;(0.5292450288262323, 1.0791752345248391e-11)
avg_protvec+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3623.476939811705;29.39813834165526;146724.45412861367;(0.614425287358518, 3.304732567384745e-16)
avg_protvec+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4542.404747694669;32.653001101611416;331153.52385487437;(0.4086596933144766, 4.0415162790521855e-07)
shannon_entropy+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3504.455725402064;29.624141575250498;52199.191577698584;(0.5765227026129673, 4.889135662554188e-14)
shannon_entropy+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3147.848976785419;29.830301654360465;237302.02252514104;(0.6533269213392556, 9.249136527461656e-19)
shannon_entropy+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3136.093648198476;29.735799814180833;837129.0890925995;(0.6536903627286157, 8.719296800778171e-19)
shannon_entropy+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3177.2707776519433;28.910927836404714;812640.1644402057;(0.6234411971279881, 9.101260237931163e-17)
shannon_entropy+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3043.7172931171704;29.423751491713922;2017418.107331138;(0.6721550240114982, 3.900383514383125e-20)
shannon_entropy+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3263.826679767551;29.776350244225057;91177.60189270126;(0.6437504399901883, 4.253648115975031e-18)
shannon_entropy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3977.680574411787;31.70668234940178;4262816.571831821;(0.5428138851602001, 2.4979292896594794e-12)
residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3548.2713092875415;30.024656300687624;423906.9405715146;(0.5807561871886022, 2.888437985512922e-14)
residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3706.032925417725;30.559465541335737;613622.2037656191;(0.5420592261644958, 2.7144099106822693e-12)
residue_repeats+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3544.3046869242867;30.042436690453524;426833.12789792905;(0.5809882989715093, 2.805664153047982e-14)
residue_repeats+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";3495.6013288953995;29.96005545178605;450259.086631824;(0.5971088255251601, 3.5156540878874955e-15)
residue_repeats+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";3720.675779326782;31.263757402701206;110427.29654763291;(0.6349956148968855, 1.6380926528886366e-17)
residue_repeats+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";4121.2512548693185;32.22199874654185;368729.3648027025;(0.5055323004009578, 1.1974138524105486e-10)
aromaticity+helix;KNN;"{'metric': 'euclidean', 'n_neighbors': 21, 'weights': 'distance'}";5209.525633122304;35.49878831634521;75188521.84494278;(0.31482732543822367, 0.0001283539838784627)
aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";4458.251914414278;31.91908718863824;652621.5126624188;(0.43423498482472006, 6.014412256806697e-08)
aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";3648.2451904519007;31.02963586482445;636628.5528445414;(0.619397861211441, 1.6311247634204634e-16)
aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";5362.310627905623;36.837627369760675;1619840.8001235416;(0.29507114839757, 0.0003468120124414052)
aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 10, 'weights': 'distance'}";4134.966563537867;32.05348874944057;2817571.5649422095;(0.4796422650675882, 1.3531575241274514e-09)
helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";4559.9779312255505;33.35767971588841;5126898.035382153;(0.406093891277022, 4.850914464260571e-07)
helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";4591.74835682483;33.59446242435887;3735176.301218658;(0.39980361011298726, 7.540547987921321e-07)
helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";5447.178851700369;37.49781613474717;3520675.259334612;(0.2346762559622933, 0.004784450329938216)
helix+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 12, 'weights': 'distance'}";4351.596923003441;34.12228413191332;2198241.578856464;(0.45556934262904913, 1.0835754618635906e-08)
turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'uniform'}";5063.060796249936;35.59552173582467;631462.0488792891;(0.44246923445782677, 3.147361030673522e-08)
turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";5470.395989301553;37.4590585008143;188657.25209487203;(0.23546298063990612, 0.004641267249810325)
turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 16, 'weights': 'distance'}";4290.638518703943;33.35717313839178;755623.7581665006;(0.49233029525968774, 4.228946914859839e-10)
sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";5253.921989655846;36.7927892829039;406345.53004019137;(0.33634629517998027, 4.006067990432568e-05)
sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";4472.123870594456;33.029909297931844;409800.82328543795;(0.45146102879675476, 1.5212204120292734e-08)
gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";4992.245786824013;35.598588273555244;83710.53836447452;(0.287751708291603, 0.000492480185414407)
aa_freq+dipep_freq+avg_protvec;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3130.68654500916;27.19598307255153;78199.44882874556;(0.6368911155604199, 1.2278551109479902e-17)
aa_freq+dipep_freq+shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3250.5343058410635;27.925876335006564;807136.4077363889;(0.6139093193189901, 3.553416054204202e-16)
aa_freq+dipep_freq+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3323.124594234232;29.955332156655885;209041.72781445974;(0.6736645840275335, 2.9956097156996823e-20)
aa_freq+dipep_freq+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3288.0576656063777;27.938289716981863;1351943.344369004;(0.598933620880702, 2.7586842675942907e-15)
aa_freq+dipep_freq+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";2960.958934297135;27.763532494758373;108443.23475807266;(0.6743067572358634, 2.6762043939515438e-20)
aa_freq+dipep_freq+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";2956.607811162486;28.302906368424456;3873093.007781407;(0.6941168815281857, 7.146455778153729e-22)
aa_freq+dipep_freq+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";2886.0673738108;27.88692578037797;1818398.8214015786;(0.68099669394287, 8.12821277611979e-21)
aa_freq+dipep_freq+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";2926.3468707358647;27.979050641668046;742201.9486966889;(0.7431000312971029, 2.2629362012639435e-26)
aa_freq+dipep_freq+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";3407.9184672108804;28.408516781178893;195018.09242588383;(0.6527283145463227, 1.0191120301565286e-18)
aa_freq+avg_protvec+shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3000.451162247451;29.048324993202925;1223139.9330134413;(0.7038065414084301, 1.0895959193814645e-22)
aa_freq+avg_protvec+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";2872.838796322983;28.542318821588616;341799.4370955606;(0.7116087490138303, 2.2654822193073634e-23)
aa_freq+avg_protvec+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";2777.8888240020938;28.5623468317017;1417149.610861885;(0.6961018525397666, 4.891058465858035e-22)
aa_freq+avg_protvec+helix;KNN;"{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'distance'}";3040.106222537789;28.70864478812262;149283.93173940678;(0.6553593247074578, 6.643262629665847e-19)
aa_freq+avg_protvec+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";2813.7877626394343;26.341787525421115;1868097.41135255;(0.6822375810132488, 6.493647066570231e-21)
aa_freq+avg_protvec+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}";3940.1938965816694;31.16071971682733;506844.2739774072;(0.5205236347934654, 2.6724070196794546e-11)
aa_freq+avg_protvec+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3145.833433881445;27.4506553374827;249978.20041900213;(0.6505473454015691, 1.4483935790668046e-18)
aa_freq+avg_protvec+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4032.2446107529236;30.756393257644245;407143.18571450515;(0.5279809421739576, 1.2327326254399653e-11)
aa_freq+shannon_entropy+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";3532.9937258752266;31.23729672512691;248256.45194203852;(0.6284103281919494, 4.391550021900699e-17)
aa_freq+shannon_entropy+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3338.947220198396;30.265655760302177;877502.147707364;(0.6057809032585537, 1.0953208641811658e-15)
aa_freq+shannon_entropy+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3144.871926969637;28.484434281154513;1390419.5318708108;(0.6316647267004236, 2.7054892543007998e-17)
aa_freq+shannon_entropy+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3434.793563626445;29.40550093809205;1524049.899395795;(0.5813342589197115, 2.686557809761593e-14)
aa_freq+shannon_entropy+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3452.0690778925828;29.467395240571353;1525230.8157514625;(0.5793466943817303, 3.444517394326855e-14)
aa_freq+shannon_entropy+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3204.2628295155364;29.63444903467205;188434.43807627488;(0.6622099500093231, 2.1365637524750844e-19)
aa_freq+shannon_entropy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3931.367007797551;31.24052437024936;2616249.142359292;(0.5613411453775092, 3.037417998315886e-13)
aa_freq+residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3543.0271471162923;30.427853740315605;423879.1388320291;(0.5952207618786026, 4.5108874950895435e-15)
aa_freq+residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3457.248821827603;30.910105241463466;209663.540641401;(0.6275525576851972, 4.9848809211861054e-17)
aa_freq+residue_repeats+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3536.0056445838036;30.95531417973185;208326.60333472554;(0.6144782017239034, 3.2802098280263764e-16)
aa_freq+residue_repeats+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3498.1561592767184;30.779748793454367;210858.60175712782;(0.6264730411902726, 5.843564351500056e-17)
aa_freq+residue_repeats+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";3306.6674702277023;30.080892443989416;1106292.4677585491;(0.6110625182241907, 5.290141437178965e-16)
aa_freq+residue_repeats+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";3853.8794241655787;31.48752472945703;591150.636495531;(0.5798357985827544, 3.2406783211715294e-14)
aa_freq+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3033.5839400372156;28.902808506203897;791263.2792635219;(0.663808338646219, 1.6326939579286226e-19)
aa_freq+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";4009.1380415384524;31.541674896489265;754119.2257823072;(0.5934161223628502, 5.715778539756436e-15)
aa_freq+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";2873.603541719964;26.30228396398917;847580.3206557146;(0.6676593001829707, 8.482283191071342e-20)
aa_freq+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";2995.201342221806;28.559117679358057;1284084.5902688638;(0.6874930873448614, 2.4781710398770274e-21)
aa_freq+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4575.322657304028;34.65624053037874;772346.5833305315;(0.4078343012072496, 4.2866685039088e-07)
aa_freq+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";2847.72714793625;28.09994039019458;991208.9002870667;(0.7301509686100425, 4.3598340987296465e-25)
aa_freq+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";2962.657130138927;28.619074868790523;69128.36866344935;(0.6596263861172733, 3.2886846511485906e-19)
aa_freq+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";2704.7135186331693;27.575675235182477;2019289.797367718;(0.6919778505102587, 1.0717024817598229e-21)
aa_freq+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4304.879871190578;32.34164998987719;1285386.4751324726;(0.4788674782604464, 1.4505401514079366e-09)
aa_freq+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";2856.292214762307;28.1967446222629;2574892.867844848;(0.6744104414528636, 2.6278573198835472e-20)
aa_freq+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";2752.9382313100973;27.925788615966063;1672542.5409883617;(0.6894499756303878, 1.722220508184492e-21)
aa_freq+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4363.755435795396;33.07292701641331;1807545.0314515354;(0.4808678643475184, 1.2118585639035945e-09)
aa_freq+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";3756.2461881089184;31.825245499952338;362962.8007968926;(0.5891894518784868, 9.894293236940759e-15)
aa_freq+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";4258.608808124464;32.90929588989388;949874.2114129673;(0.4643819018712842, 5.154474516411763e-09)
aa_freq+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4420.335310560563;33.555748872676936;90794.04734312027;(0.4431821499725865, 2.9733354090982174e-08)
dipep_freq+avg_protvec+shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3176.550656860854;27.441681463634332;1525347.617710884;(0.6260958221035992, 6.176372934796206e-17)
dipep_freq+avg_protvec+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3397.106300083602;28.46673168144648;603467.8644806313;(0.5855250667525742, 1.582000520706747e-14)
dipep_freq+avg_protvec+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3113.0054970421024;27.790060992745676;169051.49765880784;(0.6510437925228516, 1.3373518907028829e-18)
dipep_freq+avg_protvec+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3139.083965130605;26.592374656885607;230061.1955653791;(0.6349864914902328, 1.6403591205696274e-17)
dipep_freq+avg_protvec+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3127.5922341265778;26.597176452335017;232022.11322710433;(0.6364194190138479, 1.3194174501954429e-17)
dipep_freq+avg_protvec+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3152.0777851472512;28.755779706750356;324071.8172704608;(0.6905713214082153, 1.3962475712540836e-21)
dipep_freq+avg_protvec+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3251.969891091039;27.841173216091207;300672.60008748784;(0.6186516860455181, 1.8148853322545543e-16)
dipep_freq+avg_protvec+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3821.4498541151656;30.218646234198673;216255.46206633202;(0.5525254442420718, 8.412932705651334e-13)
dipep_freq+shannon_entropy+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3346.5258363485977;29.998655082000337;207496.7524044948;(0.6726588066108501, 3.572150249301153e-20)
dipep_freq+shannon_entropy+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3506.7273760299845;29.71375901032662;805787.6656030614;(0.5659601502739021, 1.7596528301300785e-13)
dipep_freq+shannon_entropy+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";3286.7514187931915;29.90688062992455;210679.23440571243;(0.7041473788934153, 1.0184326342001846e-22)
dipep_freq+shannon_entropy+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3408.7254771559483;28.954249861897413;808168.6979384817;(0.5874054378447638, 1.2443312901499208e-14)
dipep_freq+shannon_entropy+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3530.7087828769486;29.87296480782703;804192.6918557889;(0.5624095424570723, 2.679127190283662e-13)
dipep_freq+shannon_entropy+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";2935.202548307037;28.52333198140907;175680.89891217838;(0.7091389195303432, 3.7455550672080624e-23)
dipep_freq+shannon_entropy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3592.971672216941;30.082678563051783;6000474.139622464;(0.6272804952166205, 5.188902322041206e-17)
dipep_freq+residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3264.8850429917065;28.41368709961364;614528.8725197784;(0.6144906141073353, 3.274483145242366e-16)
dipep_freq+residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";3573.9925314871675;30.661717298953786;400840.8935295347;(0.6751969724673021, 2.2878955943571995e-20)
dipep_freq+residue_repeats+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3266.459826486322;28.370979288123863;52013.8747191089;(0.6146278219795231, 3.2118255082182376e-16)
dipep_freq+residue_repeats+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";3372.6336502530985;30.08941791855682;213194.8828040306;(0.6526411935697163, 1.0335803980947777e-18)
dipep_freq+residue_repeats+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3424.9889870538977;28.355839286563935;988551.6327270928;(0.5851828586634709, 1.6523827245005598e-14)
dipep_freq+residue_repeats+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";3137.475877448391;29.05052681661851;779161.5283037812;(0.6584528856599852, 3.9947849381390433e-19)
dipep_freq+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";3041.010192700289;28.6008974977029;6724683.544948912;(0.6482991783253742, 2.0747011711411333e-18)
dipep_freq+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3238.254873956711;27.639565665103497;1914924.41059616;(0.608362016715793, 7.687942023767703e-16)
