Data;Regressor;Best parameters;MSE;MAE;MAPE;PCC
avg_protvec+shannon_entropy+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";4869.5529960456115;35.7554254986014;18902466.882255293;(0.45057007479527433, 1.6363936646130122e-08)
avg_protvec+shannon_entropy+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4364.108341756773;31.737891862237763;1134772.928888456;(0.5763620886821971, 4.986997932945257e-14)
avg_protvec+shannon_entropy+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";2840.1610026629664;31.622508252729745;361949.99810236145;(0.6581235714988537, 4.218233218165687e-19)
avg_protvec+residue_repeats+net_contact_energy+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4441.198757294368;30.97609682727273;12509840.795917964;(0.4539654757013716, 1.2376814002521886e-08)
avg_protvec+residue_repeats+net_contact_energy+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4409.438924427236;30.893509414685315;12509842.566896984;(0.4568064860040761, 9.774850682745676e-09)
avg_protvec+residue_repeats+net_contact_energy+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}";4400.652920231431;30.901761162937067;12509843.89085333;(0.4573755055277531, 9.321121766767219e-09)
avg_protvec+residue_repeats+net_contact_energy+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5025.787454699963;33.38737654755244;12509955.979781248;(0.4090142594290292, 3.9403669233635055e-07)
avg_protvec+residue_repeats+net_contact_energy+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4038.898396507124;29.662395358741257;12510550.514690941;(0.4921825535248834, 4.2877898802898446e-10)
avg_protvec+residue_repeats+net_contact_energy+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4401.359596455208;30.661411512587417;12509830.962001879;(0.4589610134293878, 8.16116705440781e-09)
avg_protvec+residue_repeats+net_contact_energy+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4401.80521813353;30.709173750349652;12509832.318883633;(0.45852763134805985, 8.463646619113707e-09)
avg_protvec+residue_repeats+net_contact_energy+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5026.869457497165;33.43269123286713;12509956.269110238;(0.409505518842332, 3.804208453353121e-07)
avg_protvec+residue_repeats+net_contact_energy+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4038.898396507124;29.662395358741257;12510550.514690941;(0.4921825535248834, 4.2877898802898446e-10)
avg_protvec+residue_repeats+net_contact_energy+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4409.884546105558;30.941271652447554;12509843.923778739;(0.45637453513839565, 1.0133385230342038e-08)
avg_protvec+residue_repeats+net_contact_energy+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5027.530402119543;33.48205486923077;12509956.364853576;(0.40875062110419946, 4.015342978395578e-07)
avg_protvec+residue_repeats+net_contact_energy+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3999.059235667963;29.347710044055944;12510540.680774856;(0.4981080162676461, 2.45066582975852e-10)
avg_protvec+residue_repeats+net_contact_energy+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4557.256563266397;31.33216675734266;12509849.326695967;(0.44525751102260863, 2.5177281623166723e-08)
avg_protvec+residue_repeats+net_contact_energy+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3680.205857094536;28.415877876223778;12510540.835123839;(0.5368696865043887, 4.78051206568692e-12)
avg_protvec+residue_repeats+net_contact_energy+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3347.9899499303624;28.10432321467894;11196452.096949028;(0.5886296721537967, 1.0633768777465886e-14)
avg_protvec+residue_repeats+aromaticity+helix+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";2784.785546695491;30.901472170078833;4408893.546611155;(0.6766119358765027, 1.781273179138179e-20)
avg_protvec+residue_repeats+aromaticity+helix+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";2810.6552818834793;31.135102999126037;3939981.6472401037;(0.669945659447449, 5.723426144336107e-20)
avg_protvec+residue_repeats+aromaticity+helix+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6226.394463647543;36.173738086013984;227313.15995439244;(0.503988178708488, 1.3917194829319195e-10)
avg_protvec+residue_repeats+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3600.788502498402;30.5364254986014;214057.11730826655;(0.5758390363441968, 5.319078857712944e-14)
avg_protvec+residue_repeats+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'uniform'}";2203.1099675966334;29.054945799300693;8124286.651710638;(0.7387592326922723, 6.220614162818856e-26)
avg_protvec+residue_repeats+aromaticity+turn+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6227.210432493697;36.247926897202795;227554.35641274307;(0.5036505897317096, 1.4380909357435617e-10)
avg_protvec+residue_repeats+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3420.5683342029474;29.613191232867127;214039.16693218733;(0.5943143277558692, 5.081398854078663e-15)
avg_protvec+residue_repeats+aromaticity+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6397.867597276914;37.63954927482517;227969.2171257433;(0.48560844748036186, 7.877734795187073e-10)
avg_protvec+residue_repeats+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3600.8324157851152;30.529432491608393;214058.30319882953;(0.5756235520070648, 5.462055990608171e-14)
avg_protvec+residue_repeats+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3304.971122764349;28.381814659440558;134750.07826344552;(0.633569056073377, 2.0323005879591324e-17)
avg_protvec+residue_repeats+helix+turn+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";2796.790549311831;31.01928433751417;3940356.0430921274;(0.6737118803366426, 2.9708659799303545e-20)
avg_protvec+residue_repeats+helix+turn+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6347.266376549641;37.05911570839161;227554.9276724693;(0.4909939492862203, 4.79082893365144e-10)
avg_protvec+residue_repeats+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3422.6612885123877;29.673977946153848;214037.60124236968;(0.5944340477635198, 5.002203222556106e-15)
avg_protvec+residue_repeats+helix+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6347.09316301118;37.043675148951046;227968.6212516174;(0.4910916842190868, 4.747403866760759e-10)
avg_protvec+residue_repeats+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3600.1604164844166;30.50243948461538;214057.9466846692;(0.5757709721999202, 5.3638425885039274e-14)
avg_protvec+residue_repeats+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3274.7717809951187;28.736024449650344;134302.6225844075;(0.6284251495401868, 4.381929185337401e-17)
avg_protvec+residue_repeats+turn+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6398.043261612578;37.65912969440559;227969.50956058118;(0.4854923463648765, 7.961897278714907e-10)
avg_protvec+residue_repeats+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3403.4360575683318;29.32345347062937;214039.48391348508;(0.5957716272295751, 4.19517584497135e-15)
avg_protvec+residue_repeats+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3265.2821637188954;28.728842631468527;134274.76344767577;(0.6367052061069154, 1.263177065395559e-17)
avg_protvec+residue_repeats+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3399.1682880650487;29.52251396013986;134787.33484012753;(0.6251865539348568, 7.056419541701924e-17)
avg_protvec+net_contact_energy+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4356.736654136327;32.526131792307694;9486873.031506611;(0.46145043294137034, 6.615104777719004e-09)
avg_protvec+net_contact_energy+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5170.270701325138;35.23399193216783;9487137.84891392;(0.39464329031393897, 1.0756128858122559e-06)
avg_protvec+net_contact_energy+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5147.573691560104;35.42962829580419;12510489.022313148;(0.39672620049300067, 9.326237763881352e-07)
avg_protvec+net_contact_energy+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";7133.234431037829;45.11923221188811;5121195.635404283;(0.2667833572724913, 0.0012781254827429827)
avg_protvec+net_contact_energy+aromaticity+turn+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}";7362.276626055374;43.34454221188811;9469750.878928438;(0.26557215110072235, 0.0013474650411392749)
avg_protvec+net_contact_energy+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5537.376628623039;36.23941850559441;12510483.255544707;(0.37916177436060605, 3.013438019341345e-06)
avg_protvec+net_contact_energy+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";7134.629908135731;45.14080563846154;5121195.697042644;(0.26713354457479865, 0.0012586940352831003)
avg_protvec+net_contact_energy+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}";5147.803198084579;35.44906186223776;12510488.514868714;(0.3967407295669271, 9.316930966096122e-07)
avg_protvec+net_contact_energy+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6762.923559184681;43.81360284125874;5121193.040815783;(0.2749311560681704, 0.000890162502739162)
avg_protvec+net_contact_energy+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
avg_protvec+net_contact_energy+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5173.443372220242;35.38993598811189;9487142.255910808;(0.3937104874930618, 1.146205689291305e-06)
avg_protvec+net_contact_energy+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5571.2874346440185;36.730656267832174;12512760.582620641;(0.37466148856453113, 4.02613212644051e-06)
avg_protvec+net_contact_energy+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";7133.234431037829;45.11923221188811;5121195.635404283;(0.2667833572724913, 0.0012781254827429827)
avg_protvec+net_contact_energy+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5788.50704820346;37.470887037062944;12510472.518816642;(0.36220317402007607, 8.781196042189234e-06)
avg_protvec+net_contact_energy+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6762.923559184681;43.81360284125874;5121193.040815783;(0.2749311560681704, 0.000890162502739162)
avg_protvec+net_contact_energy+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
avg_protvec+net_contact_energy+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5788.631663588075;37.48347444965035;12510472.696104145;(0.3622616070475813, 8.749795464117919e-06)
avg_protvec+net_contact_energy+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6742.154246072793;43.49251892517482;5121189.982873725;(0.27775596101679756, 0.0007831969241808573)
avg_protvec+net_contact_energy+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
avg_protvec+net_contact_energy+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
avg_protvec+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";2571.974482136653;26.092195904031527;235690.171487531;(0.6941565255278519, 7.092749226472475e-22)
avg_protvec+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3512.0633166523835;27.77594095314685;200981.8392875021;(0.655197017799284, 6.8218055672773525e-19)
avg_protvec+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";5448.885743362367;38.24849326083916;385172.0379824414;(0.2880267737980063, 0.00048611473062606524)
avg_protvec+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3460.0087009355575;27.808842981118882;200972.06075277927;(0.6603068989257639, 2.936732637529509e-19)
avg_protvec+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";5109.771058371459;36.75324850559441;379066.8030835234;(0.3399526211199255, 3.2675739040259343e-05)
avg_protvec+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4490.003633963766;33.38586389020979;381330.6996579838;(0.5821918930276491, 2.4121102994140325e-14)
avg_protvec+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4562.001385369124;30.050353470629375;200982.1382445063;(0.5995645507726921, 2.535928970983425e-15)
avg_protvec+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3317.5090030492524;31.168010698976467;210044.24852521849;(0.614529565096682, 3.256575592746532e-16)
avg_protvec+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4265.93338641132;33.28026948461538;381331.1863455199;(0.5995179637290843, 2.551759469805334e-15)
avg_protvec+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4708.513173823908;34.53369605804196;381335.88566625933;(0.5738792953404519, 6.765416498512227e-14)
avg_protvec+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4566.542411982341;30.207826897202796;200979.02159637073;(0.5996791077760978, 2.497407645941061e-15)
avg_protvec+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";4916.671062923907;36.83387088321679;384210.0443204081;(0.3928606158591458, 1.2143430618991195e-06)
avg_protvec+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}";3051.6163626549537;29.54933386689976;507737.0719160626;(0.6369555351924812, 1.215842036561187e-17)
avg_protvec+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}";3196.482705374469;30.253350906526805;507914.62958313397;(0.6222502221955356, 1.0817287395732941e-16)
avg_protvec+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4663.264275306424;34.48148626783217;381408.66259164177;(0.5729328873049909, 7.594380262591776e-14)
shannon_entropy+residue_repeats+net_contact_energy+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4013.83182855311;29.456880044055943;12484381.5280615;(0.5414562414697583, 2.9003582056721388e-12)
shannon_entropy+residue_repeats+net_contact_energy+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4013.8949122104527;29.45946046363637;12484381.815195106;(0.5414630400981297, 2.89819435737739e-12)
shannon_entropy+residue_repeats+net_contact_energy+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4013.84189848318;29.46247444965035;12484381.857144184;(0.5414823500872314, 2.8920569647973544e-12)
shannon_entropy+residue_repeats+net_contact_energy+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3978.120601315348;29.577390533566433;12484387.439790295;(0.5346415329342927, 6.077549794307943e-12)
shannon_entropy+residue_repeats+net_contact_energy+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}";3578.1198054162146;27.958849904195805;12479973.555590332;(0.5811348448061363, 2.7545974356772327e-14)
shannon_entropy+residue_repeats+net_contact_energy+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4013.8949122104527;29.45946046363637;12484381.815195106;(0.5414630400981297, 2.89819435737739e-12)
shannon_entropy+residue_repeats+net_contact_energy+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4013.84189848318;29.46247444965035;12484381.857144184;(0.5414823500872314, 2.8920569647973544e-12)
shannon_entropy+residue_repeats+net_contact_energy+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3978.1206001405217;29.577306617482513;12484384.642587498;(0.5346420441714236, 6.077216281208487e-12)
shannon_entropy+residue_repeats+net_contact_energy+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3578.1197951854456;27.958717037062936;12479973.28443292;(0.5811320820252801, 2.7555517636721103e-14)
shannon_entropy+residue_repeats+net_contact_energy+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4013.755163958705;29.446873051048946;12484379.00948155;(0.5415887859077841, 2.858453509738111e-12)
shannon_entropy+residue_repeats+net_contact_energy+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3978.120335238424;29.5760268972028;12484376.111118967;(0.5346496202246174, 6.072276010019267e-12)
shannon_entropy+residue_repeats+net_contact_energy+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3578.869455765865;28.014793960139862;12479992.203608979;(0.5807846359094477, 2.878166507383727e-14)
shannon_entropy+residue_repeats+net_contact_energy+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3978.12033641325;29.576110813286714;12484378.908321764;(0.5346491089732291, 6.072609269583443e-12)
shannon_entropy+residue_repeats+net_contact_energy+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3578.1197951854456;27.958717037062936;12479973.28443292;(0.5811320820252801, 2.7555517636721103e-14)
shannon_entropy+residue_repeats+net_contact_energy+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3599.8035963882426;28.538199554545454;12484890.420598445;(0.5771616267671537, 4.518002317911886e-14)
shannon_entropy+residue_repeats+aromaticity+helix+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";2470.6355327836686;30.58703390769231;674576.5224811946;(0.7059954129857087, 7.049481572510225e-23)
shannon_entropy+residue_repeats+aromaticity+helix+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'}";2554.2624342612544;31.302549775094135;624269.0839549773;(0.6949900011951834, 6.050828690037851e-22)
shannon_entropy+residue_repeats+aromaticity+helix+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.436948797081;37.11350249160839;227327.46337072563;(0.4974681876641049, 2.604605708524716e-10)
shannon_entropy+residue_repeats+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3536.1100830421083;30.309338086013987;214191.01428785347;(0.5819898840600477, 2.4741876553237247e-14)
shannon_entropy+residue_repeats+aromaticity+turn+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";2439.7562707864367;30.56327341818181;674527.2616334459;(0.7097879228527131, 3.283669565836096e-23)
shannon_entropy+residue_repeats+aromaticity+turn+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.6282774684105;37.13867731678322;227328.03552584324;(0.49737497384922635, 2.627797904372165e-10)
shannon_entropy+residue_repeats+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3552.768429195954;30.559617806293705;214190.72414173884;(0.5806403454756237, 2.930632374586556e-14)
shannon_entropy+residue_repeats+aromaticity+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.425208237641;37.10629969440559;227327.1820114599;(0.49744236602595293, 2.6110104210180084e-10)
shannon_entropy+residue_repeats+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3535.4925751749756;30.27447794615384;214190.71507305471;(0.5819099044961806, 2.4991924953192266e-14)
shannon_entropy+residue_repeats+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";6327.732739911934;38.057486337762235;227737.01535963078;(0.4596377967426706, 7.709500084642878e-09)
shannon_entropy+residue_repeats+helix+turn+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";2484.918536598148;30.700380644289044;674567.0356786079;(0.7004675430072298, 2.1010519479235716e-22)
shannon_entropy+residue_repeats+helix+turn+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.6282774684105;37.13867731678322;227328.03552584324;(0.49737497384922635, 2.627797904372165e-10)
shannon_entropy+residue_repeats+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3552.78671520994;30.56346396013986;214191.43838094792;(0.5806210994125346, 2.93770043439673e-14)
shannon_entropy+residue_repeats+helix+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.425208237641;37.10629969440559;227327.1820114599;(0.49744236602595293, 2.6110104210180084e-10)
shannon_entropy+residue_repeats+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3536.107793706444;30.3090234006993;214191.01114100034;(0.5819890265719907, 2.4744544454742084e-14)
shannon_entropy+residue_repeats+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";4092.4458726069365;31.56578319090909;26575993.35577256;(0.5368174338247649, 4.80759687662467e-12)
shannon_entropy+residue_repeats+turn+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.6282774684105;37.13867731678322;227328.03552584324;(0.49737497384922635, 2.627797904372165e-10)
shannon_entropy+residue_repeats+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3536.0843216784715;30.302659764335665;214190.2077081724;(0.5819718483171945, 2.4798050139134588e-14)
shannon_entropy+residue_repeats+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";6390.793541688157;38.50070312097902;228111.52978865465;(0.45348726226448255, 1.2875679311280298e-08)
shannon_entropy+residue_repeats+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";6359.205065604242;38.336031792307686;228184.92417926408;(0.4573181961814734, 9.365885944341413e-09)
shannon_entropy+net_contact_energy+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5923.445059218845;36.19524368041957;67674766.94751741;(0.3348231491078977, 4.3628040971811186e-05)
shannon_entropy+net_contact_energy+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5612.634822687376;35.48830661748252;67677045.61044449;(0.3480381581771077, 2.0502698568995996e-05)
shannon_entropy+net_contact_energy+aromaticity+helix+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}";5888.639794316747;36.12099193216783;67746744.36594199;(0.34326741748633427, 2.7034402916949444e-05)
shannon_entropy+net_contact_energy+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5441.047537637194;36.12967507902098;5109118.614056849;(0.3996683229633208, 7.611674971111387e-07)
shannon_entropy+net_contact_energy+aromaticity+turn+sheet;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";6640.764319106982;40.32860249160839;5194166.454353911;(0.3157993930877406, 0.00012200464076740624)
shannon_entropy+net_contact_energy+aromaticity+turn+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";5888.639794316747;36.12099193216783;67746744.36594199;(0.34326741748633427, 2.7034402916949444e-05)
shannon_entropy+net_contact_energy+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5505.284460245584;36.759598155944055;5109114.897982304;(0.39557860862938704, 1.008997705871661e-06)
