Data;Best_params;MSE;MAE;MAPE;PCC
aa_freq;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};4149.758538293164;32.125068855244756;4607826.710570336;(0.5173605328319729, 3.6896555438253535e-11)
dipep_freq;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3773.74381649999;28.484085009090908;4536615.4253278645;(0.6295104037456279, 3.7306426648663374e-17)
avg_protvec;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5264.466417842581;32.42139004405594;1443086.143324303;(0.5590921447625467, 3.9501821345836184e-13)
shannon_entropy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5181.276822991066;33.46309682727273;3216092.241363829;(0.3560246270520673, 1.2774569251656268e-05)
residue_repeats;{'metric': 'euclidean', 'n_neighbors': 17, 'weights': 'distance'};2984.970462602293;30.865207891664504;4757992.864419412;(0.6154873592722903, 2.8450817473558457e-16)
paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5271.74725972687;32.90978913496503;1269117.8231815884;(0.5792179048110812, 3.500233138016886e-14)
cetd;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4936.737491574257;31.504940813286716;83539628.7534789;(0.5249182447093268, 1.6977266068499257e-11)
net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'uniform'};4585.866527812319;42.172924573617294;19500738.673219103;(0.25266121409963416, 0.0023312595700619373)
aromaticity;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'};5244.598826713189;49.31642549860139;14390096.98565254;(0.3797480598681209, 2.900892006304232e-06)
helix;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'};6217.17569860358;43.86253766643356;75778257.56347711;(0.36404979189995273, 7.838629909335755e-06)
turn;{'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'distance'};5474.0688569541435;42.38178622451704;3105509.73317884;(0.20891767274445192, 0.012277673618051203)
sheet;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};7228.936462846971;47.00137053356644;645537.3352834578;(0.10255105548071665, 0.2229256724895258)
gravy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};10029.690015316122;55.32794997412587;404104.6754099692;(-0.06257096768663924, 0.45784453027913447)
net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'distance'};6135.323322074271;43.2979813473588;9765463.68170303;(0.3733542574680585, 4.376098025606253e-06)
aa_freq+dipep_freq;{'metric': 'chebyshev', 'n_neighbors': 2, 'weights': 'uniform'};2978.090214759134;28.519302072027976;2274003.5734915957;(0.6355282563470647, 1.5109388885999376e-17)
aa_freq+avg_protvec;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3872.9836909510987;29.606010813286716;89305.1952793512;(0.6636278377847777, 1.6831845118673806e-19)
aa_freq+shannon_entropy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5178.07227753652;33.410649274825175;3216074.7588463468;(0.35659408763304773, 1.234477585757175e-05)
aa_freq+residue_repeats;{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'};2442.094409972487;30.29070348811188;675462.9741182267;(0.7117387471306441, 2.2059929764355786e-23)
aa_freq+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5271.747246188409;32.90948144265734;1269102.438566204;(0.5792189020771531, 3.499798361055525e-14)
aa_freq+cetd;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};5313.60800003283;32.370474449650345;83539960.41359659;(0.5042875494489565, 1.3518096583835575e-10)
aa_freq+net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};6377.58517186097;37.83594081328671;5196254.9268237185;(0.29348710829337443, 0.00037445352637460765)
aa_freq+aromaticity;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};4108.250183216241;31.672593330769228;4607317.987968834;(0.5091999213254963, 8.352371199182275e-11)
aa_freq+helix;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};4453.325515634842;32.08095696713287;1035686.3278787377;(0.48733378974386177, 6.723762605102927e-10)
aa_freq+turn;{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'};2743.2757201061413;31.54652775034965;1136843.9156498655;(0.7008041640235401, 1.9672794594163078e-22)
aa_freq+sheet;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};3426.4406443351227;29.883166757342657;4607957.883509159;(0.5797382166587425, 3.280386356942158e-14)
aa_freq+gravy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};6232.506031984119;39.265704659440566;449386.7411363915;(0.28544388623958666, 0.0005489953607398689)
aa_freq+net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5826.186093705052;38.07853738671329;382581.1352161791;(0.2948711935633339, 0.0003501939662315206)
dipep_freq+avg_protvec;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3812.866251237838;28.626045848251746;38427.619517675776;(0.6233574253593334, 9.212735691466518e-17)
dipep_freq+shannon_entropy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5207.717942172884;33.90381710699301;3216093.248140088;(0.35433706863539227, 1.4132687504726309e-05)
dipep_freq+residue_repeats;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'};2840.391648246348;31.127026442913692;4566512.312180502;(0.6647001095789791, 1.404177653556711e-19)
dipep_freq+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4629.281482824773;30.813963960139862;1268462.4301784923;(0.5371655252147187, 4.629933864161024e-12)
dipep_freq+cetd;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4983.703543277586;32.01390102307692;83539626.89892836;(0.5191188728897951, 3.085268170494308e-11)
dipep_freq+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};6296.949332934934;38.643928785314685;5187236.305441576;(0.2972788069942715, 0.00031142903109022306)
dipep_freq+aromaticity;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5678.522160858035;37.01590535874126;1135163.756845847;(0.3604997302084768, 9.744822666063074e-06)
dipep_freq+helix;{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'uniform'};2506.6760798367027;25.36183042867133;956020.6011794508;(0.7025265988107725, 1.402970587108881e-22)
dipep_freq+turn;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3925.511583702761;29.3023627013986;4536910.984623976;(0.6171471036706904, 2.2488430438641125e-16)
dipep_freq+sheet;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};2695.3568044765057;25.78955326083916;9565359.664373074;(0.6987170548895595, 2.9537266076804312e-22)
dipep_freq+gravy;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'};3258.8769209925777;29.48174235174825;317375.5280304876;(0.6255656441504469, 6.67556975623424e-17)
dipep_freq+net_charge_at_pH7point4;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};7862.00160590995;47.26888703706293;1142556.5019169096;(0.21306716389613276, 0.010620037817291973)
avg_protvec+shannon_entropy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3885.9163540118084;29.641887106993007;1230950.4232623477;(0.6585011284036882, 3.96303768482549e-19)
avg_protvec+residue_repeats;{'metric': 'euclidean', 'n_neighbors': 16, 'weights': 'uniform'};2897.6000012749987;32.33980273636364;5305236.935944206;(0.6483528683287678, 2.0570441711021308e-18)
avg_protvec+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4106.600670600997;29.345194729370633;1268508.9567054892;(0.6352985675233168, 1.5645435803469766e-17)
avg_protvec+cetd;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4935.8856612636;31.5009220020979;83539639.67477927;(0.5248844938356476, 1.7036947519540855e-11)
avg_protvec+net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'};7221.220366902927;42.10519256153846;5123156.37328415;(0.3305440495009229, 5.53110021548714e-05)
avg_protvec+aromaticity;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3216.5736194192364;27.089570323776222;1993546.234144227;(0.6913580087565692, 1.2044393326731045e-21)
avg_protvec+helix;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'};2653.8067043702927;25.350188249184146;334897.6937392758;(0.6830401556974217, 5.612642732912764e-21)
avg_protvec+turn;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};3780.479026352314;28.514337456643354;3864303.155263706;(0.6417916714381158, 5.7732402642964925e-18)
avg_protvec+sheet;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'};2610.7248537977703;27.370608973865533;1323107.2503041434;(0.6830566804443127, 5.595791287468212e-21)
avg_protvec+gravy;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};3433.542864057759;28.538924484615386;325165.06538927153;(0.6098483024129022, 6.26111919244398e-16)
avg_protvec+net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};6365.576473154815;40.27988486923078;38738.69721852407;(0.38277166471979324, 2.381051255808024e-06)
shannon_entropy+residue_repeats;{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'};2547.6432738397602;30.866315170467995;624038.2766554711;(0.6973806609276537, 3.824654221870469e-22)
shannon_entropy+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5269.091976413444;32.70498493916084;1136799.7097787848;(0.5839195731057736, 1.9395670927581412e-14)
shannon_entropy+cetd;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};5324.302195837026;32.68026465944056;83539954.34467134;(0.5010714133296263, 1.8451317206913784e-10)
shannon_entropy+net_contact_energy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};7019.130897137918;41.84390801608391;5195747.153252427;(0.22217463968938467, 0.007654951845152254)
shannon_entropy+aromaticity;{'metric': 'chebyshev', 'n_neighbors': 2, 'weights': 'distance'};4114.918646490654;31.242128644456095;1817832.989913984;(0.44654079706211286, 2.2703921050532117e-08)
shannon_entropy+helix;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5181.276822991066;33.46309682727273;3216092.241363829;(0.3560246270520673, 1.2774569251656268e-05)
shannon_entropy+turn;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5181.276822991066;33.46309682727273;3216092.241363829;(0.3560246270520673, 1.2774569251656268e-05)
shannon_entropy+sheet;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5182.483658935123;33.48527864545454;3216092.1912048967;(0.35648117665852513, 1.2428893845741457e-05)
shannon_entropy+gravy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5112.383423519178;34.84464927482517;487898.1947812358;(0.42469745724206176, 1.2466882304897728e-07)
shannon_entropy+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};5116.236437702954;36.261418505594406;52922004.275644;(0.45321423847843334, 1.3169101057748783e-08)
residue_repeats+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5259.335711693165;33.688544379720284;1136798.9370006726;(0.5015574440174327, 1.760755114899605e-10)
residue_repeats+cetd;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5169.005868382481;32.81115976433566;83539284.01541835;(0.5191825227295319, 3.0652943100188166e-11)
residue_repeats+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4144.52967318248;31.051663260839163;12484592.674325084;(0.5146254012994878, 4.86361156455591e-11)
residue_repeats+aromaticity;{'metric': 'euclidean', 'n_neighbors': 17, 'weights': 'distance'};2951.274514467896;30.62667093358541;4757531.792007551;(0.6194702855124139, 1.614286730809709e-16)
residue_repeats+helix;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'};3147.7363990619656;31.96953187187227;4358095.422498256;(0.5969670573116429, 3.58227828438261e-15)
residue_repeats+turn;{'metric': 'euclidean', 'n_neighbors': 17, 'weights': 'distance'};2951.5496134564264;30.807015272515113;4758658.343636795;(0.6191650116248331, 1.6864289273572383e-16)
residue_repeats+sheet;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'};3060.395716780818;31.31309254794062;4587118.721656466;(0.613475949007893, 3.7763058627813806e-16)
residue_repeats+gravy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};6305.930118927264;36.76577305104896;227553.29846830605;(0.4925786313031904, 4.1317914507348443e-10)
residue_repeats+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'};3163.469415978392;29.245248745706544;18829077.135241162;(0.6152089548170854, 2.9591570816528177e-16)
paac+cetd;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5095.12067789297;31.672432491608394;83539030.22979467;(0.5259773266115655, 1.520404548161123e-11)
paac+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4297.581676296397;29.662584239860145;5107938.896390605;(0.5540656290595043, 7.056390491726439e-13)
paac+aromaticity;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5271.74725972687;32.90978913496503;1269117.8231815884;(0.5792179048110812, 3.500233138016886e-14)
paac+helix;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4977.579322412185;31.944376547552444;1269106.4209129077;(0.5778168166977204, 4.1659172207423774e-14)
paac+turn;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5271.747246188409;32.90948144265734;1269102.438566204;(0.5792189020771531, 3.499798361055525e-14)
paac+sheet;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4943.713207216381;31.389642281818183;1269102.3594840234;(0.5809875306428898, 2.8059343036932995e-14)
paac+gravy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4935.671139684913;31.149187736363636;1268723.8637879994;(0.5748719375241828, 5.99061492062236e-14)
paac+net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5202.247989284773;33.81571221188811;5106741.98990709;(0.5767786689178869, 4.737022794395453e-14)
cetd+net_contact_energy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};7337.9489604019545;38.49800193216783;83611890.2044056;(0.2611850622690303, 0.0016283285676976264)
cetd+aromaticity;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};5315.872017902927;32.49350724685315;83539959.87643084;(0.503692285008748, 1.4322838138507982e-10)
cetd+helix;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4983.707850147683;32.212409344755244;83539629.59346753;(0.5195036212847882, 2.966424436926748e-11)
cetd+turn;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4898.291929168661;31.118213540559438;83539617.61652409;(0.5278014016311612, 1.256191042999224e-11)
cetd+sheet;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};5408.365603018844;33.255376547552444;83539975.44285163;(0.5009167314334415, 1.872795281114111e-10)
cetd+gravy;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4942.211993735095;31.653968785314685;83539630.35789986;(0.5221703083918428, 2.256335488808409e-11)
cetd+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'};3595.0213124281786;28.63028187988978;68950353.35783519;(0.6081760861947838, 7.887343872004924e-16)
net_contact_energy+aromaticity;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};7015.813222958873;43.82975899510489;5129775.141342984;(0.1176819642677474, 0.16157636034365802)
net_contact_energy+helix;{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'uniform'};4553.3244380523465;42.14459138544183;16803130.748546768;(0.25904310385822904, 0.00178397451922531)
net_contact_energy+turn;{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'uniform'};4549.615321298875;41.957512914367456;18892522.522602968;(0.25836114082210004, 0.0018362976984329245)
net_contact_energy+sheet;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'};5808.784546783338;38.373361023076924;5118512.378780542;(0.3259609776277747, 7.103929255699551e-05)
net_contact_energy+gravy;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};7117.767269655386;40.257052421678324;67751096.998104;(0.2083840081144906, 0.012506521926181308)
net_contact_energy+net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};7649.732820527338;47.11728116293706;5121108.841223943;(0.26413383784706174, 0.001434256183172879)
aromaticity+helix;{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'uniform'};4401.979200635987;40.46893291754609;20827763.447090354;(0.29936205640486524, 0.0002811348340664087)
aromaticity+turn;{'metric': 'chebyshev', 'n_neighbors': 5, 'weights': 'uniform'};3933.1167332650693;37.50985948461539;1074895.7994684414;(0.43993045519453167, 3.849965871851577e-08)
aromaticity+sheet;{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'};3662.638480328854;37.06032173791764;816458.9051535296;(0.4725727174851931, 2.5349622275664945e-09)
aromaticity+gravy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};8908.250575979237;51.82635284125873;67793651.80828147;(0.009137327915557644, 0.9137499362697438)
aromaticity+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};7871.028006177779;45.21964927482518;53500310.86191442;(0.2214135237680704, 0.007871060276426622)
helix+turn;{'metric': 'chebyshev', 'n_neighbors': 4, 'weights': 'uniform'};5447.7908997459135;45.84892992167832;3029141.7029648996;(0.262312378256775, 0.0015514750822178125)
helix+sheet;{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'};5410.947426558397;43.31128441468532;46475249.37868875;(0.22493622623882167, 0.006914351543919731)
helix+gravy;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'};7361.506464690859;48.811367106193394;58874380.634444274;(0.04279842959879096, 0.6117790596136875)
helix+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'};6083.388171754659;44.24589551576926;1334046.9742313107;(0.3510801083450263, 1.714769866875081e-05)
turn+sheet;{'metric': 'chebyshev', 'n_neighbors': 2, 'weights': 'uniform'};5091.6934705615695;36.43108738671329;8809244.939346509;(0.3718561249100713, 4.81259761803628e-06)
turn+gravy;{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'};5678.909085853573;46.482553913519816;22801731.185084935;(0.14183929750562146, 0.09106252126084696)
turn+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'};4937.353213009265;37.947717189844255;534322.2688897024;(0.4053819692290054, 5.101569679620018e-07)
sheet+gravy;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'};6653.371840797835;48.02474717692308;33953711.21634282;(0.19149185485132542, 0.021960160619240617)
sheet+net_charge_at_pH7point4;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5249.111405317758;36.83297885524476;7868324.469736151;(0.39333393696068586, 1.1759335935326086e-06)
gravy+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};10388.553135767292;54.631558365734264;383853.669117904;(0.29806085609484617, 0.0002997187076449559)
aa_freq+dipep_freq+avg_protvec;{'metric': 'chebyshev', 'n_neighbors': 3, 'weights': 'uniform'};2844.543269950855;30.29022503240093;1855426.8535251652;(0.6448206640653668, 3.596442861023641e-18)
aa_freq+dipep_freq+shannon_entropy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5204.513396718339;33.85136955454546;3216075.765622605;(0.35490989441492204, 1.3657103658566761e-05)
aa_freq+dipep_freq+residue_repeats;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'};2827.6185404891157;31.120059344356747;3874867.4136537784;(0.670121400754269, 5.552140235443627e-20)
aa_freq+dipep_freq+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4629.281469286311;30.81365626783217;1268447.0455631078;(0.53716676550237, 4.629312359888103e-12)
aa_freq+dipep_freq+cetd;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};5367.758527116745;33.07241151258741;83539959.65883511;(0.49814238933956706, 2.4426495810634505e-10)
aa_freq+dipep_freq+net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};6371.221491832997;38.19989885524476;5196264.517935303;(0.2965636462057371, 0.00032250732060035413)
aa_freq+dipep_freq+aromaticity;{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'};2362.480921599154;25.34757685058275;1582410.810843735;(0.7161139262490154, 8.930962234498094e-24)
aa_freq+dipep_freq+helix;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};4389.744969653654;32.57074507902098;965814.5862738731;(0.5026649388497104, 1.5821879151322734e-10)
aa_freq+dipep_freq+turn;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4229.174649961501;31.09957249160839;4537399.6293019615;(0.5448590656956496, 1.992076382887932e-12)
aa_freq+dipep_freq+sheet;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};3790.739272277011;30.9929199041958;4538071.681802263;(0.5480911271286355, 1.3887984201093904e-12)
aa_freq+dipep_freq+gravy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4257.357039658145;29.569073190909094;380059.92611874506;(0.5359982323286181, 5.252187144075161e-12)
aa_freq+dipep_freq+net_charge_at_pH7point4;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5805.44688254701;40.424467456643356;1138474.7757228608;(0.3722536058406006, 4.6929286739134985e-06)
aa_freq+avg_protvec+shannon_entropy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3890.820424945375;29.787628365734268;4538459.267483623;(0.6578457027219075, 4.416235376933156e-19)
aa_freq+avg_protvec+residue_repeats;{'metric': 'euclidean', 'n_neighbors': 16, 'weights': 'uniform'};2899.1513744856147;32.27936348811189;2021186.571816263;(0.6481580673307382, 2.121816965766318e-18)
aa_freq+avg_protvec+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};4106.600670600997;29.345194729370633;1268508.9567054892;(0.6352985675233168, 1.5645435803469766e-17)
aa_freq+avg_protvec+cetd;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4867.63397612374;31.488719204895105;83539639.93309632;(0.5311769292764631, 8.796876236042133e-12)
aa_freq+avg_protvec+net_contact_energy;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};7121.631911049781;40.914220533566436;5194542.7339968;(0.3018554442502821, 0.00024847354177283263)
aa_freq+avg_protvec+aromaticity;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};3614.830264377672;28.815101722377623;89305.13943985282;(0.6641972683852873, 1.5288794020476394e-19)
aa_freq+avg_protvec+helix;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'};2361.8606909386485;24.87966186223776;74423.58828188837;(0.729838102251188, 4.672961904373786e-25)
aa_freq+avg_protvec+turn;{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'};2344.417134632435;25.370720253846148;322496.65325720125;(0.7296567297466898, 4.864467036146135e-25)
aa_freq+avg_protvec+sheet;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};3389.199421761696;29.213963960139854;4608021.618861455;(0.5903760372505579, 8.488526434075614e-15)
aa_freq+avg_protvec+gravy;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4506.864059783879;31.036915009090908;259498.37722352546;(0.5954559648075289, 4.373355140339317e-15)
aa_freq+avg_protvec+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'};2786.973108789206;28.934151687412584;212633.756805522;(0.6685002486949757, 7.342525264210271e-20)
aa_freq+shannon_entropy+residue_repeats;{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'};2521.931675125618;30.81301507902098;624051.269171941;(0.7021408553927817, 1.513630937830454e-22)
aa_freq+shannon_entropy+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5269.091976413444;32.70498493916084;1136799.7097787848;(0.5839195731057736, 1.9395670927581412e-14)
aa_freq+shannon_entropy+cetd;{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'};3765.9970000343224;28.842413468781942;75717142.11376096;(0.5935071387286648, 5.648139026385499e-15)
aa_freq+shannon_entropy+net_contact_energy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'distance'};7019.130897137918;41.84390801608391;5195747.1532524275;(0.22217463968938467, 0.007654951845152254)
aa_freq+shannon_entropy+aromaticity;{'metric': 'chebyshev', 'n_neighbors': 2, 'weights': 'distance'};4098.18423875735;31.254865112830096;1817861.8869322662;(0.44534941649278514, 2.4991873223659734e-08)
aa_freq+shannon_entropy+helix;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5178.07227753652;33.410649274825175;3216074.7588463468;(0.35659408763304773, 1.234477585757175e-05)
aa_freq+shannon_entropy+turn;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5178.07227753652;33.410649274825175;3216074.7588463468;(0.35659408763304773, 1.234477585757175e-05)
aa_freq+shannon_entropy+sheet;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5179.458501592464;33.46884507902098;3216075.0233727293;(0.3571849579351535, 1.1913275637493676e-05)
aa_freq+shannon_entropy+gravy;{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'};5112.383423519178;34.84464927482517;487898.1947812358;(0.42469745724206176, 1.2466882304897728e-07)
aa_freq+shannon_entropy+net_charge_at_pH7point4;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};4891.277684912745;34.166544379720285;52921954.17309997;(0.4771937820778093, 1.6845020286645182e-09)
aa_freq+residue_repeats+paac;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5259.335711693165;33.688544379720284;1136798.9370006726;(0.5015574440174327, 1.760755114899605e-10)
aa_freq+residue_repeats+cetd;{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'};5169.005868382481;32.81115976433566;83539284.01541835;(0.5191825227295319, 3.0652943100188166e-11)
aa_freq+residue_repeats+net_contact_energy;{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'};3960.5003958188445;29.076285638461545;12484559.182665074;(0.5376420254913121, 4.397020975108334e-12)
aa_freq+residue_repeats+aromaticity;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'};3058.5087781021693;31.80625289963763;4011694.9194973605;(0.617450716005939, 2.153825290630871e-16)
aa_freq+residue_repeats+helix;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'};3055.614527566826;31.760115656352195;3965676.0304270284;(0.6193155826560439, 1.6504616593871646e-16)
aa_freq+residue_repeats+turn;{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'};3048.931375378772;31.754403816034074;3965251.126718873;(0.6198830405902481, 1.5215117098853967e-16)
